transaction_id,case_id,sender_account,receiver_account,amount,timestamp,transaction_type
T0150_02,C0150,A0150_2,A0150_3,118725,2026-03-24 04:35:00,Transfer
T0150_03,C0150,A0150_3,A0150_4,72252,2026-03-24 04:40:00,Transfer
T0150_04,C0150,A0150_4,A0150_5,59697,2026-03-24 05:00:00,Transfer
T0150_05,C0150,A0150_5,A0150_6,37704,2026-03-24 05:04:00,Transfer
T0150_06,C0150,A0150_6,A0150_7,26146,2026-03-24 05:34:00,Transfer
T0151_01,C0151,A0151_1,A0151_2,28603,2026-07-09 19:32:00,Transfer
T0151_02,C0151,A0151_2,A0151_3,18055,2026-07-09 20:02:00,Transfer
T0151_03,C0151,A0151_3,A0151_4,15924,2026-07-09 20:27:00,Transfer
T0151_04,C0151,A0151_4,A0151_5,13567,2026-07-09 20:41:00,Transfer
T0152_01,C0152,A0152_1,A0152_2,100409,2026-03-17 16:01:00,Transfer
T0152_02,C0152,A0152_2,A0152_3,83728,2026-03-17 16:12:00,Transfer
T0152_03,C0152,A0152_3,A0152_4,47388,2026-03-17 16:34:00,Transfer
T0152_04,C0152,A0152_4,A0152_5,37377,2026-03-17 16:55:00,Transfer
T0153_01,C0153,A0153_1,A0153_2,80180,2026-04-02 03:01:00,Transfer
T0153_02,C0153,A0153_2,A0153_3,55670,2026-04-02 03:16:00,Transfer
T0153_03,C0153,A0153_3,A0153_4,51779,2026-04-02 03:51:00,Transfer
T0153_04,C0153,A0153_4,A0153_5,38313,2026-04-02 03:53:00,Transfer
T0154_01,C0154,A0154_1,A0154_2,244240,2026-03-03 22:39:00,Transfer
T0154_02,C0154,A0154_2,A0154_3,184577,2026-03-03 23:13:00,Transfer
T0154_03,C0154,A0154_3,A0154_4,134413,2026-03-03 23:17:00,Transfer
T0155_01,C0155,A0155_1,A0155_2,136981,2026-03-24 18:03:00,Transfer
T0155_02,C0155,A0155_2,A0155_3,104804,2026-03-24 18:32:00,Transfer
T0155_03,C0155,A0155_3,A0155_4,84747,2026-03-24 18:38:00,Transfer
T0155_04,C0155,A0155_4,A0155_5,71929,2026-03-24 18:49:00,Transfer
T0156_01,C0156,A0156_1,A0156_2,56842,2026-01-10 03:41:00,Transfer
T0156_02,C0156,A0156_2,A0156_3,46571,2026-01-10 03:43:00,Transfer
T0156_03,C0156,A0156_3,A0156_4,37562,2026-01-10 03:49:00,Transfer
T0156_04,C0156,A0156_4,A0156_5,32017,2026-01-10 03:53:00,Transfer
T0157_01,C0157,A0157_1,A0157_2,168132,2026-08-26 17:44:00,Transfer
T0157_02,C0157,A0157_2,A0157_3,157044,2026-08-26 17:55:00,Transfer
T0157_03,C0157,A0157_3,A0157_4,105097,2026-08-26 18:20:00,Transfer
T0157_04,C0157,A0157_4,A0157_5,98050,2026-08-26 18:22:00,Transfer
T0157_05,C0157,A0157_5,A0157_6,75636,2026-08-26 18:33:00,Transfer
T0158_01,C0158,A0158_1,A0158_2,178378,2026-06-02 13:51:00,Transfer
T0158_02,C0158,A0158_2,A0158_3,145982,2026-06-02 13:56:00,Transfer
T0158_03,C0158,A0158_3,A0158_4,130005,2026-06-02 14:27:00,Transfer
T0158_04,C0158,A0158_4,A0158_5,105027,2026-06-02 14:33:00,Transfer
T0158_05,C0158,A0158_5,A0158_6,69975,2026-06-02 14:39:00,Transfer
T0159_01,C0159,A0159_1,A0159_2,142770,2026-05-29 17:00:00,Transfer
T0159_02,C0159,A0159_2,A0159_3,110821,2026-05-29 17:25:00,Transfer
T0159_03,C0159,A0159_3,A0159_4,96755,2026-05-29 17:54:00,Transfer
T0159_04,C0159,A0159_4,A0159_5,59741,2026-05-29 18:16:00,Transfer
T0160_01,C0160,A0160_1,A0160_2,114923,2026-07-09 22:07:00,Transfer
T0160_02,C0160,A0160_2,A0160_3,104179,2026-07-09 22:21:00,Transfer
T0160_03,C0160,A0160_3,A0160_4,68267,2026-07-09 22:27:00,Transfer
T0160_04,C0160,A0160_4,A0160_5,57410,2026-07-09 22:30:00,Transfer
T0160_05,C0160,A0160_5,A0160_6,51085,2026-07-09 22:33:00,Transfer
T0161_01,C0161,A0161_1,A0161_2,88083,2026-06-01 07:30:00,Transfer
T0161_02,C0161,A0161_2,A0161_3,75124,2026-06-01 07:40:00,Transfer
T0161_03,C0161,A0161_3,A0161_4,54726,2026-06-01 07:53:00,Transfer
T0161_04,C0161,A0161_4,A0161_5,42497,2026-06-01 08:04:00,Transfer
T0161_05,C0161,A0161_5,A0161_6,35883,2026-06-01 08:36:00,Transfer
T0161_06,C0161,A0161_6,A0161_7,33215,2026-06-01 08:40:00,Transfer
T0162_01,C0162,A0162_1,A0162_2,30726,2026-01-17 09:49:00,Transfer
T0162_02,C0162,A0162_2,A0162_3,24686,2026-01-17 10:08:00,Transfer
T0162_03,C0162,A0162_3,A0162_4,21821,2026-01-17 10:26:00,Transfer
T0163_01,C0163,A0163_1,A0163_2,33570,2026-04-07 22:31:00,Transfer
T0163_02,C0163,A0163_2,A0163_3,24370,2026-04-07 22:47:00,Transfer
T0163_03,C0163,A0163_3,A0163_4,14154,2026-04-07 23:06:00,Transfer
T0164_01,C0164,A0164_1,A0164_2,151828,2026-04-03 20:48:00,Transfer
T0164_02,C0164,A0164_2,A0164_3,91687,2026-04-03 21:22:00,Transfer
T0164_03,C0164,A0164_3,A0164_4,51865,2026-04-03 21:33:00,Transfer
T0164_04,C0164,A0164_4,A0164_5,29685,2026-04-03 21:51:00,Transfer
T0164_05,C0164,A0164_5,A0164_6,27279,2026-04-03 22:26:00,Transfer
T0164_06,C0164,A0164_6,A0164_7,25459,2026-04-03 22:29:00,Transfer
T0165_01,C0165,A0165_1,A0165_2,151401,2026-01-22 07:42:00,Transfer
T0165_02,C0165,A0165_2,A0165_3,97188,2026-01-22 08:08:00,Transfer
T0165_03,C0165,A0165_3,A0165_4,58593,2026-01-22 08:11:00,Transfer
T0165_04,C0165,A0165_4,A0165_5,36968,2026-01-22 08:45:00,Transfer
T0165_05,C0165,A0165_5,A0165_6,30452,2026-01-22 08:56:00,Transfer
T0165_06,C0165,A0165_6,A0165_7,24124,2026-01-22 09:09:00,Transfer
T0166_01,C0166,A0166_1,A0166_2,71127,2026-01-10 18:31:00,Transfer
T0166_02,C0166,A0166_2,A0166_3,58968,2026-01-10 19:00:00,Transfer
T0166_03,C0166,A0166_3,A0166_4,37845,2026-01-10 19:32:00,Transfer
T0167_01,C0167,A0167_1,A0167_2,63446,2026-07-26 00:07:00,Transfer
T0167_02,C0167,A0167_2,A0167_3,44412,2026-07-26 00:22:00,Transfer
T0167_03,C0167,A0167_3,A0167_4,36644,2026-07-26 00:44:00,Transfer
T0167_04,C0167,A0167_4,A0167_5,26146,2026-07-26 00:52:00,Transfer
T0167_05,C0167,A0167_5,A0167_6,15999,2026-07-26 01:10:00,Transfer
T0167_06,C0167,A0167_6,A0167_7,10471,2026-07-26 01:39:00,Transfer
T0168_01,C0168,A0168_1,A0168_2,158965,2026-06-24 13:55:00,Transfer
T0168_02,C0168,A0168_2,A0168_3,93807,2026-06-24 14:29:00,Transfer
T0168_03,C0168,A0168_3,A0168_4,66624,2026-06-24 14:52:00,Transfer
T0168_04,C0168,A0168_4,A0168_5,57985,2026-06-24 14:57:00,Transfer
T0168_05,C0168,A0168_5,A0168_6,35619,2026-06-24 14:59:00,Transfer
T0168_06,C0168,A0168_6,A0168_7,31050,2026-06-24 15:10:00,Transfer
T0169_01,C0169,A0169_1,A0169_2,37486,2026-01-23 02:43:00,Transfer
T0169_02,C0169,A0169_2,A0169_3,33371,2026-01-23 03:18:00,Transfer
T0169_03,C0169,A0169_3,A0169_4,22171,2026-01-23 03:22:00,Transfer
T0169_04,C0169,A0169_4,A0169_5,19146,2026-01-23 03:56:00,Transfer
T0169_05,C0169,A0169_5,A0169_6,14480,2026-01-23 04:12:00,Transfer
T0170_01,C0170,A0170_1,A0170_2,127688,2026-04-03 08:34:00,Transfer
T0170_02,C0170,A0170_2,A0170_3,107316,2026-04-03 08:58:00,Transfer
T0170_03,C0170,A0170_3,A0170_4,73939,2026-04-03 09:17:00,Transfer
T0171_01,C0171,A0171_1,A0171_2,42873,2026-04-27 14:24:00,Transfer
T0171_02,C0171,A0171_2,A0171_3,33238,2026-04-27 14:41:00,Transfer
T0171_03,C0171,A0171_3,A0171_4,28351,2026-04-27 15:12:00,Transfer
T0171_04,C0171,A0171_4,A0171_5,23322,2026-04-27 15:15:00,Transfer
T0171_05,C0171,A0171_5,A0171_6,17323,2026-04-27 15:33:00,Transfer
T0172_01,C0172,A0172_1,A0172_2,90095,2026-02-26 23:38:00,Transfer
T0172_02,C0172,A0172_2,A0172_3,57428,2026-02-26 23:57:00,Transfer
T0172_03,C0172,A0172_3,A0172_4,35784,2026-02-27 00:11:00,Transfer
T0172_04,C0172,A0172_4,A0172_5,26823,2026-02-27 00:25:00,Transfer
T0172_05,C0172,A0172_5,A0172_6,17272,2026-02-27 00:42:00,Transfer
T0172_06,C0172,A0172_6,A0172_7,15529,2026-02-27 00:57:00,Transfer
T0173_01,C0173,A0173_1,A0173_2,54763,2026-08-03 21:53:00,Transfer
T0173_02,C0173,A0173_2,A0173_3,49793,2026-08-03 22:12:00,Transfer
T0173_03,C0173,A0173_3,A0173_4,37161,2026-08-03 22:46:00,Transfer
T0174_01,C0174,A0174_1,A0174_2,25733,2026-05-28 04:51:00,Transfer
T0174_02,C0174,A0174_2,A0174_3,20133,2026-05-28 05:13:00,Transfer
T0174_03,C0174,A0174_3,A0174_4,13985,2026-05-28 05:31:00,Transfer
T0174_04,C0174,A0174_4,A0174_5,8738,2026-05-28 05:49:00,Transfer
T0174_05,C0174,A0174_5,A0174_6,5634,2026-05-28 06:21:00,Transfer
T0174_06,C0174,A0174_6,A0174_7,5258,2026-05-28 06:44:00,Transfer
T0175_01,C0175,A0175_1,A0175_2,35370,2026-02-23 14:44:00,Transfer
T0175_02,C0175,A0175_2,A0175_3,26145,2026-02-23 14:46:00,Transfer
T0175_03,C0175,A0175_3,A0175_4,16226,2026-02-23 15:19:00,Transfer
T0175_04,C0175,A0175_4,A0175_5,9797,2026-02-23 15:54:00,Transfer
T0175_05,C0175,A0175_5,A0175_6,7480,2026-02-23 16:16:00,Transfer
T0175_06,C0175,A0175_6,A0175_7,6463,2026-02-23 16:37:00,Transfer
T0176_01,C0176,A0176_1,A0176_2,99274,2026-01-13 14:07:00,Transfer
T0176_02,C0176,A0176_2,A0176_3,68266,2026-01-13 14:35:00,Transfer
T0176_03,C0176,A0176_3,A0176_4,40856,2026-01-13 14:49:00,Transfer
T0177_01,C0177,A0177_1,A0177_2,142739,2026-05-18 06:37:00,Transfer
T0177_02,C0177,A0177_2,A0177_3,126974,2026-05-18 06:43:00,Transfer
T0177_03,C0177,A0177_3,A0177_4,73853,2026-05-18 07:06:00,Transfer
T0177_04,C0177,A0177_4,A0177_5,47360,2026-05-18 07:28:00,Transfer
T0177_05,C0177,A0177_5,A0177_6,38418,2026-05-18 07:47:00,Transfer
T0178_01,C0178,A0178_1,A0178_2,57933,2026-08-16 15:49:00,Transfer
T0178_02,C0178,A0178_2,A0178_3,44572,2026-08-16 15:52:00,Transfer
T0178_03,C0178,A0178_3,A0178_4,38259,2026-08-16 16:27:00,Transfer
T0178_04,C0178,A0178_4,A0178_5,32749,2026-08-16 16:34:00,Transfer
T0178_05,C0178,A0178_5,A0178_6,19373,2026-08-16 16:45:00,Transfer
T0178_06,C0178,A0178_6,A0178_7,11308,2026-08-16 17:11:00,Transfer
T0179_01,C0179,A0179_1,A0179_2,59516,2026-03-14 15:37:00,Transfer
T0179_02,C0179,A0179_2,A0179_3,46799,2026-03-14 16:08:00,Transfer
T0179_03,C0179,A0179_3,A0179_4,37552,2026-03-14 16:37:00,Transfer
T0179_04,C0179,A0179_4,A0179_5,28516,2026-03-14 16:58:00,Transfer
T0180_01,C0180,A0180_1,A0180_2,120236,2026-07-26 03:53:00,Transfer
T0180_02,C0180,A0180_2,A0180_3,80539,2026-07-26 04:22:00,Transfer
T0180_03,C0180,A0180_3,A0180_4,70003,2026-07-26 04:38:00,Transfer
T0180_04,C0180,A0180_4,A0180_5,60812,2026-07-26 05:03:00,Transfer
T0180_05,C0180,A0180_5,A0180_6,38033,2026-07-26 05:32:00,Transfer
T0181_01,C0181,A0181_1,A0181_2,122628,2026-07-08 22:33:00,Transfer
T0181_02,C0181,A0181_2,A0181_3,87698,2026-07-08 22:39:00,Transfer
T0181_03,C0181,A0181_3,A0181_4,54632,2026-07-08 22:59:00,Transfer
T0181_04,C0181,A0181_4,A0181_5,32459,2026-07-08 23:30:00,Transfer
T0182_01,C0182,A0182_1,A0182_2,77076,2026-06-09 17:20:00,Transfer
T0182_02,C0182,A0182_2,A0182_3,45172,2026-06-09 17:22:00,Transfer
T0182_03,C0182,A0182_3,A0182_4,33762,2026-06-09 17:45:00,Transfer
T0183_01,C0183,A0183_1,A0183_2,104004,2026-05-08 13:00:00,Transfer
T0183_02,C0183,A0183_2,A0183_3,73210,2026-05-08 13:30:00,Transfer
T0183_03,C0183,A0183_3,A0183_4,47503,2026-05-08 13:34:00,Transfer
T0183_04,C0183,A0183_4,A0183_5,29911,2026-05-08 13:42:00,Transfer
T0183_05,C0183,A0183_5,A0183_6,22686,2026-05-08 13:57:00,Transfer
T0184_01,C0184,A0184_1,A0184_2,96085,2026-03-21 11:33:00,Transfer
T0184_02,C0184,A0184_2,A0184_3,53425,2026-03-21 11:52:00,Transfer
T0184_03,C0184,A0184_3,A0184_4,41878,2026-03-21 12:19:00,Transfer
T0185_01,C0185,A0185_1,A0185_2,89802,2026-05-29 23:49:00,Transfer
T0185_02,C0185,A0185_2,A0185_3,53910,2026-05-30 00:05:00,Transfer
T0185_03,C0185,A0185_3,A0185_4,36480,2026-05-30 00:29:00,Transfer
T0185_04,C0185,A0185_4,A0185_5,31818,2026-05-30 00:59:00,Transfer
T0185_05,C0185,A0185_5,A0185_6,26831,2026-05-30 01:02:00,Transfer
T0186_01,C0186,A0186_1,A0186_2,62629,2026-02-04 09:28:00,Transfer
T0186_02,C0186,A0186_2,A0186_3,38329,2026-02-04 09:48:00,Transfer
T0186_03,C0186,A0186_3,A0186_4,33643,2026-02-04 10:13:00,Transfer
T0186_04,C0186,A0186_4,A0186_5,24614,2026-02-04 10:47:00,Transfer
T0186_05,C0186,A0186_5,A0186_6,17269,2026-02-04 11:00:00,Transfer
T0186_06,C0186,A0186_6,A0186_7,15596,2026-02-04 11:25:00,Transfer
T0187_01,C0187,A0187_1,A0187_2,242426,2026-07-04 02:21:00,Transfer
T0187_02,C0187,A0187_2,A0187_3,137579,2026-07-04 02:31:00,Transfer
T0187_03,C0187,A0187_3,A0187_4,85499,2026-07-04 02:35:00,Transfer
T0187_04,C0187,A0187_4,A0187_5,53935,2026-07-04 03:08:00,Transfer
T0188_01,C0188,A0188_1,A0188_2,487320,2026-06-14 13:37:00,Transfer
T0188_02,C0188,A0188_2,A0188_3,338380,2026-06-14 14:05:00,Transfer
T0188_03,C0188,A0188_3,A0188_4,297371,2026-06-14 14:10:00,Transfer
T0189_01,C0189,A0189_1,A0189_2,155403,2026-07-07 03:00:00,Transfer
T0189_02,C0189,A0189_2,A0189_3,131850,2026-07-07 03:24:00,Transfer
T0189_03,C0189,A0189_3,A0189_4,108090,2026-07-07 03:53:00,Transfer
T0189_04,C0189,A0189_4,A0189_5,97619,2026-07-07 04:05:00,Transfer
T0190_01,C0190,A0190_1,A0190_2,493665,2026-03-28 22:59:00,Transfer
T0190_02,C0190,A0190_2,A0190_3,342605,2026-03-28 23:29:00,Transfer
T0190_03,C0190,A0190_3,A0190_4,249759,2026-03-28 23:56:00,Transfer
T0190_04,C0190,A0190_4,A0190_5,137386,2026-03-29 00:00:00,Transfer
T0190_05,C0190,A0190_5,A0190_6,129580,2026-03-29 00:03:00,Transfer
T0191_01,C0191,A0191_1,A0191_2,28864,2026-03-19 00:43:00,Transfer
T0191_02,C0191,A0191_2,A0191_3,17677,2026-03-19 01:01:00,Transfer
T0191_03,C0191,A0191_3,A0191_4,12317,2026-03-19 01:18:00,Transfer
T0191_04,C0191,A0191_4,A0191_5,7922,2026-03-19 01:39:00,Transfer
T0192_01,C0192,A0192_1,A0192_2,16798,2026-08-23 07:52:00,Transfer
T0192_02,C0192,A0192_2,A0192_3,11576,2026-08-23 08:21:00,Transfer
T0192_03,C0192,A0192_3,A0192_4,8295,2026-08-23 08:30:00,Transfer
T0192_04,C0192,A0192_4,A0192_5,7448,2026-08-23 08:46:00,Transfer
T0192_05,C0192,A0192_5,A0192_6,6323,2026-08-23 08:48:00,Transfer
T0192_06,C0192,A0192_6,A0192_7,5080,2026-08-23 09:14:00,Transfer
T0193_01,C0193,A0193_1,A0193_2,36279,2026-03-23 19:08:00,Transfer
T0193_02,C0193,A0193_2,A0193_3,22101,2026-03-23 19:31:00,Transfer
T0193_03,C0193,A0193_3,A0193_4,12885,2026-03-23 19:36:00,Transfer
T0193_04,C0193,A0193_4,A0193_5,9911,2026-03-23 19:54:00,Transfer
T0193_05,C0193,A0193_5,A0193_6,5788,2026-03-23 20:28:00,Transfer
T0194_01,C0194,A0194_1,A0194_2,78210,2026-07-15 05:09:00,Transfer
T0194_02,C0194,A0194_2,A0194_3,56265,2026-07-15 05:33:00,Transfer
T0194_03,C0194,A0194_3,A0194_4,35232,2026-07-15 05:57:00,Transfer
T0194_04,C0194,A0194_4,A0194_5,27746,2026-07-15 06:00:00,Transfer
T0194_05,C0194,A0194_5,A0194_6,23802,2026-07-15 06:12:00,Transfer
T0194_06,C0194,A0194_6,A0194_7,22494,2026-07-15 06:42:00,Transfer
T0195_01,C0195,A0195_1,A0195_2,147015,2026-08-25 08:10:00,Transfer
T0195_02,C0195,A0195_2,A0195_3,98801,2026-08-25 08:42:00,Transfer
T0195_03,C0195,A0195_3,A0195_4,55239,2026-08-25 08:57:00,Transfer
T0195_04,C0195,A0195_4,A0195_5,46732,2026-08-25 09:12:00,Transfer
T0196_01,C0196,A0196_1,A0196_2,27839,2026-03-08 18:56:00,Transfer
T0196_02,C0196,A0196_2,A0196_3,16053,2026-03-08 19:15:00,Transfer
T0196_03,C0196,A0196_3,A0196_4,13086,2026-03-08 19:40:00,Transfer
T0197_01,C0197,A0197_1,A0197_2,31956,2026-08-15 22:40:00,Transfer
T0197_02,C0197,A0197_2,A0197_3,21839,2026-08-15 23:07:00,Transfer
T0197_03,C0197,A0197_3,A0197_4,18514,2026-08-15 23:10:00,Transfer
T0197_04,C0197,A0197_4,A0197_5,12750,2026-08-15 23:34:00,Transfer
T0197_05,C0197,A0197_5,A0197_6,8824,2026-08-15 23:55:00,Transfer
T0197_06,C0197,A0197_6,A0197_7,5686,2026-08-16 00:29:00,Transfer
T0198_01,C0198,A0198_1,A0198_2,184186,2026-03-07 13:33:00,Transfer
T0198_02,C0198,A0198_2,A0198_3,132721,2026-03-07 13:54:00,Transfer
T0198_03,C0198,A0198_3,A0198_4,121292,2026-03-07 14:17:00,Transfer
T0198_04,C0198,A0198_4,A0198_5,88502,2026-03-07 14:27:00,Transfer
T0199_01,C0199,A0199_1,A0199_2,15838,2026-05-19 23:37:00,Transfer
T0199_02,C0199,A0199_2,A0199_3,13317,2026-05-19 23:59:00,Transfer
T0199_03,C0199,A0199_3,A0199_4,12012,2026-05-20 00:27:00,Transfer
T0199_04,C0199,A0199_4,A0199_5,11224,2026-05-20 00:48:00,Transfer
T0199_05,C0199,A0199_5,A0199_6,8162,2026-05-20 01:07:00,Transfer
T0200_01,C0200,A0200_1,A0200_2,76171,2026-02-03 07:01:00,Transfer
T0200_02,C0200,A0200_2,A0200_3,47499,2026-02-03 07:27:00,Transfer
T0200_03,C0200,A0200_3,A0200_4,35461,2026-02-03 07:37:00,Transfer
T0200_04,C0200,A0200_4,A0200_5,21826,2026-02-03 07:53:00,Transfer
T0201_01,C0201,A0201_1,A0201_2,24030,2026-01-04 09:53:00,Transfer
T0201_02,C0201,A0201_2,A0201_3,20139,2026-01-04 10:20:00,Transfer
T0201_03,C0201,A0201_3,A0201_4,16002,2026-01-04 10:55:00,Transfer
T0201_04,C0201,A0201_4,A0201_5,12906,2026-01-04 10:59:00,Transfer
T0202_01,C0202,A0202_1,A0202_2,73762,2026-07-31 02:07:00,Transfer
T0202_02,C0202,A0202_2,A0202_3,49255,2026-07-31 02:12:00,Transfer
T0202_03,C0202,A0202_3,A0202_4,40683,2026-07-31 02:23:00,Transfer
T0203_01,C0203,A0203_1,A0203_2,47413,2026-01-24 17:28:00,Transfer
T0203_02,C0203,A0203_2,A0203_3,39701,2026-01-24 17:37:00,Transfer
T0203_03,C0203,A0203_3,A0203_4,23283,2026-01-24 18:07:00,Transfer
T0203_04,C0203,A0203_4,A0203_5,18710,2026-01-24 18:14:00,Transfer
T0204_01,C0204,A0204_1,A0204_2,28328,2026-07-22 17:57:00,Transfer
T0204_02,C0204,A0204_2,A0204_3,16912,2026-07-22 18:07:00,Transfer
T0204_03,C0204,A0204_3,A0204_4,15798,2026-07-22 18:09:00,Transfer
T0204_04,C0204,A0204_4,A0204_5,12622,2026-07-22 18:27:00,Transfer
T0204_05,C0204,A0204_5,A0204_6,7003,2026-07-22 19:00:00,Transfer
T0204_06,C0204,A0204_6,A0204_7,6247,2026-07-22 19:02:00,Transfer
T0205_01,C0205,A0205_1,A0205_2,62172,2026-02-25 20:23:00,Transfer
T0205_02,C0205,A0205_2,A0205_3,50782,2026-02-25 20:44:00,Transfer
T0205_03,C0205,A0205_3,A0205_4,34655,2026-02-25 20:51:00,Transfer
T0205_04,C0205,A0205_4,A0205_5,19739,2026-02-25 21:19:00,Transfer
T0205_05,C0205,A0205_5,A0205_6,18702,2026-02-25 21:31:00,Transfer
T0205_06,C0205,A0205_6,A0205_7,15313,2026-02-25 21:44:00,Transfer
T0206_01,C0206,A0206_1,A0206_2,134437,2026-01-10 03:58:00,Transfer
T0206_02,C0206,A0206_2,A0206_3,85224,2026-01-10 04:13:00,Transfer
T0206_03,C0206,A0206_3,A0206_4,67737,2026-01-10 04:21:00,Transfer
T0206_04,C0206,A0206_4,A0206_5,52736,2026-01-10 04:56:00,Transfer
T0206_05,C0206,A0206_5,A0206_6,49828,2026-01-10 05:28:00,Transfer
T0207_01,C0207,A0207_1,A0207_2,24426,2026-07-21 10:12:00,Transfer
T0207_02,C0207,A0207_2,A0207_3,13449,2026-07-21 10:15:00,Transfer
T0207_03,C0207,A0207_3,A0207_4,9897,2026-07-21 10:24:00,Transfer
T0207_04,C0207,A0207_4,A0207_5,8362,2026-07-21 10:39:00,Transfer
T0207_05,C0207,A0207_5,A0207_6,7273,2026-07-21 11:07:00,Transfer
T0208_01,C0208,A0208_1,A0208_2,89562,2026-05-24 22:01:00,Transfer
T0208_02,C0208,A0208_2,A0208_3,79066,2026-05-24 22:15:00,Transfer
T0208_03,C0208,A0208_3,A0208_4,53939,2026-05-24 22:38:00,Transfer
T0208_04,C0208,A0208_4,A0208_5,49565,2026-05-24 23:10:00,Transfer
T0209_01,C0209,A0209_1,A0209_2,300850,2026-05-04 05:55:00,Transfer
T0209_02,C0209,A0209_2,A0209_3,173435,2026-05-04 06:06:00,Transfer
T0209_03,C0209,A0209_3,A0209_4,114845,2026-05-04 06:09:00,Transfer
T0209_04,C0209,A0209_4,A0209_5,78744,2026-05-04 06:35:00,Transfer
T0209_05,C0209,A0209_5,A0209_6,63042,2026-05-04 06:47:00,Transfer
T0209_06,C0209,A0209_6,A0209_7,49071,2026-05-04 07:13:00,Transfer
T0210_01,C0210,A0210_1,A0210_2,221202,2026-07-20 10:42:00,Transfer
T0210_02,C0210,A0210_2,A0210_3,160926,2026-07-20 10:45:00,Transfer
T0210_03,C0210,A0210_3,A0210_4,139942,2026-07-20 11:19:00,Transfer
T0210_04,C0210,A0210_4,A0210_5,85592,2026-07-20 11:42:00,Transfer
T0210_05,C0210,A0210_5,A0210_6,78697,2026-07-20 12:17:00,Transfer
T0211_01,C0211,A0211_1,A0211_2,355302,2026-07-16 03:30:00,Transfer
T0211_02,C0211,A0211_2,A0211_3,210069,2026-07-16 03:51:00,Transfer
T0211_03,C0211,A0211_3,A0211_4,117426,2026-07-16 04:12:00,Transfer
T0211_04,C0211,A0211_4,A0211_5,94591,2026-07-16 04:27:00,Transfer
T0212_01,C0212,A0212_1,A0212_2,62848,2026-03-12 18:41:00,Transfer
T0212_02,C0212,A0212_2,A0212_3,41380,2026-03-12 19:01:00,Transfer
T0212_03,C0212,A0212_3,A0212_4,32261,2026-03-12 19:13:00,Transfer
T0213_01,C0213,A0213_1,A0213_2,133482,2026-03-28 19:05:00,Transfer
T0213_02,C0213,A0213_2,A0213_3,91159,2026-03-28 19:19:00,Transfer
T0213_03,C0213,A0213_3,A0213_4,76132,2026-03-28 19:26:00,Transfer
T0213_04,C0213,A0213_4,A0213_5,71523,2026-03-28 19:57:00,Transfer
T0214_01,C0214,A0214_1,A0214_2,39996,2026-07-26 00:25:00,Transfer
T0214_02,C0214,A0214_2,A0214_3,29249,2026-07-26 00:28:00,Transfer
T0214_03,C0214,A0214_3,A0214_4,16851,2026-07-26 00:37:00,Transfer
T0214_04,C0214,A0214_4,A0214_5,11636,2026-07-26 01:08:00,Transfer
T0214_05,C0214,A0214_5,A0214_6,10336,2026-07-26 01:28:00,Transfer
T0214_06,C0214,A0214_6,A0214_7,8859,2026-07-26 01:38:00,Transfer
T0215_01,C0215,A0215_1,A0215_2,204184,2026-07-02 04:17:00,Transfer
T0215_02,C0215,A0215_2,A0215_3,176358,2026-07-02 04:46:00,Transfer
T0215_03,C0215,A0215_3,A0215_4,137009,2026-07-02 05:09:00,Transfer
T0215_04,C0215,A0215_4,A0215_5,105196,2026-07-02 05:26:00,Transfer
T0215_05,C0215,A0215_5,A0215_6,65140,2026-07-02 05:32:00,Transfer
T0216_01,C0216,A0216_1,A0216_2,29015,2026-08-03 16:54:00,Transfer
T0216_02,C0216,A0216_2,A0216_3,17008,2026-08-03 17:04:00,Transfer
T0216_03,C0216,A0216_3,A0216_4,15390,2026-08-03 17:06:00,Transfer
T0216_04,C0216,A0216_4,A0216_5,13125,2026-08-03 17:17:00,Transfer
T0216_05,C0216,A0216_5,A0216_6,9596,2026-08-03 17:37:00,Transfer
T0217_01,C0217,A0217_1,A0217_2,75545,2026-02-20 07:23:00,Transfer
T0217_02,C0217,A0217_2,A0217_3,62803,2026-02-20 07:47:00,Transfer
T0217_03,C0217,A0217_3,A0217_4,37297,2026-02-20 08:07:00,Transfer
T0217_04,C0217,A0217_4,A0217_5,33428,2026-02-20 08:24:00,Transfer
T0217_05,C0217,A0217_5,A0217_6,24157,2026-02-20 08:51:00,Transfer
T0218_01,C0218,A0218_1,A0218_2,200817,2026-04-14 13:14:00,Transfer
T0218_02,C0218,A0218_2,A0218_3,162532,2026-04-14 13:25:00,Transfer
T0218_03,C0218,A0218_3,A0218_4,136288,2026-04-14 13:58:00,Transfer
T0218_04,C0218,A0218_4,A0218_5,110825,2026-04-14 14:08:00,Transfer
T0219_01,C0219,A0219_1,A0219_2,287466,2026-04-17 15:53:00,Transfer
T0219_02,C0219,A0219_2,A0219_3,239991,2026-04-17 16:12:00,Transfer
T0219_03,C0219,A0219_3,A0219_4,171434,2026-04-17 16:37:00,Transfer
T0219_04,C0219,A0219_4,A0219_5,96583,2026-04-17 16:41:00,Transfer
T0220_01,C0220,A0220_1,A0220_2,21081,2026-01-29 20:14:00,Transfer
T0220_02,C0220,A0220_2,A0220_3,16763,2026-01-29 20:37:00,Transfer
T0220_03,C0220,A0220_3,A0220_4,12807,2026-01-29 20:39:00,Transfer
T0220_04,C0220,A0220_4,A0220_5,9445,2026-01-29 21:13:00,Transfer
