account_id,case_id,account_type,region,account_age_days
A0110_6,C0110,Mule,Kochi,201
A0110_7,C0110,Mule,Kochi,191
A0111_1,C0111,Victim,Chennai,1466
A0111_2,C0111,Mule,Bengaluru,365
A0111_3,C0111,Mule,Delhi,740
A0111_4,C0111,Mule,Ahmedabad,1089
A0111_5,C0111,Mule,Bhubaneswar,560
A0112_1,C0112,Victim,Delhi,143
A0112_2,C0112,Mule,Delhi,1789
A0112_3,C0112,Mule,Jaipur,371
A0112_4,C0112,Mule,Pune,352
A0112_5,C0112,Mule,Kochi,1613
A0112_6,C0112,Mule,Chennai,1205
A0113_1,C0113,Victim,Hyderabad,538
A0113_2,C0113,Mule,Mumbai,1505
A0113_3,C0113,Mule,Pune,585
A0113_4,C0113,Mule,Chennai,1200
A0113_5,C0113,Mule,Pune,274
A0113_6,C0113,Mule,Ahmedabad,1408
A0114_1,C0114,Victim,Delhi,1241
A0114_2,C0114,Mule,Delhi,1612
A0114_3,C0114,Mule,Coimbatore,1530
A0114_4,C0114,Mule,Ahmedabad,1587
A0114_5,C0114,Mule,Coimbatore,338
A0114_6,C0114,Mule,Bengaluru,869
A0115_1,C0115,Victim,Coimbatore,504
A0115_2,C0115,Mule,Ahmedabad,875
A0115_3,C0115,Mule,Bhubaneswar,792
A0115_4,C0115,Mule,Delhi,1561
A0116_1,C0116,Victim,Pune,586
A0116_2,C0116,Mule,Coimbatore,182
A0116_3,C0116,Mule,Coimbatore,308
A0116_4,C0116,Mule,Jaipur,253
A0116_5,C0116,Mule,Hyderabad,246
A0116_6,C0116,Mule,Hyderabad,950
A0116_7,C0116,Mule,Delhi,673
A0117_1,C0117,Victim,Chennai,562
A0117_2,C0117,Mule,Hyderabad,93
A0117_3,C0117,Mule,Mumbai,1780
A0117_4,C0117,Mule,Delhi,1168
A0117_5,C0117,Mule,Bhubaneswar,1156
A0117_6,C0117,Mule,Coimbatore,223
A0118_1,C0118,Victim,Bengaluru,1765
A0118_2,C0118,Mule,Pune,280
A0118_3,C0118,Mule,Bengaluru,974
A0118_4,C0118,Mule,Bengaluru,374
A0119_1,C0119,Victim,Hyderabad,1051
A0119_2,C0119,Mule,Mumbai,1157
A0119_3,C0119,Mule,Delhi,154
A0119_4,C0119,Mule,Chennai,602
A0119_5,C0119,Mule,Mumbai,311
A0119_6,C0119,Mule,Mumbai,438
A0120_1,C0120,Victim,Chennai,1114
A0120_2,C0120,Mule,Pune,1600
A0120_3,C0120,Mule,Jaipur,506
A0120_4,C0120,Mule,Hyderabad,235
A0120_5,C0120,Mule,Coimbatore,1375
A0120_6,C0120,Mule,Coimbatore,575
A0120_7,C0120,Mule,Ahmedabad,1701
A0121_1,C0121,Victim,Kochi,1034
A0121_2,C0121,Mule,Bengaluru,214
A0121_3,C0121,Mule,Bengaluru,506
A0121_4,C0121,Mule,Jaipur,478
A0121_5,C0121,Mule,Bengaluru,1108
A0122_1,C0122,Victim,Pune,1230
A0122_2,C0122,Mule,Chennai,719
A0122_3,C0122,Mule,Kochi,690
A0122_4,C0122,Mule,Hyderabad,352
A0122_5,C0122,Mule,Bhubaneswar,924
A0122_6,C0122,Mule,Lucknow,1027
A0122_7,C0122,Mule,Lucknow,679
A0123_1,C0123,Victim,Bengaluru,1556
A0123_2,C0123,Mule,Chennai,517
A0123_3,C0123,Mule,Pune,684
A0123_4,C0123,Mule,Hyderabad,1332
A0123_5,C0123,Mule,Chennai,1712
A0123_6,C0123,Mule,Bhubaneswar,1402
A0124_1,C0124,Victim,Mumbai,1727
A0124_2,C0124,Mule,Delhi,1645
A0124_3,C0124,Mule,Jaipur,1363
A0124_4,C0124,Mule,Lucknow,491
A0125_1,C0125,Victim,Delhi,913
A0125_2,C0125,Mule,Lucknow,367
A0125_3,C0125,Mule,Jaipur,919
A0125_4,C0125,Mule,Hyderabad,139
A0126_1,C0126,Victim,Pune,905
A0126_2,C0126,Mule,Chennai,633
A0126_3,C0126,Mule,Lucknow,1310
A0126_4,C0126,Mule,Jaipur,1013
A0127_1,C0127,Victim,Mumbai,789
A0127_2,C0127,Mule,Mumbai,786
A0127_3,C0127,Mule,Hyderabad,942
A0127_4,C0127,Mule,Bengaluru,569
A0127_5,C0127,Mule,Delhi,982
A0128_1,C0128,Victim,Delhi,1005
A0128_2,C0128,Mule,Kochi,191
A0128_3,C0128,Mule,Mumbai,1778
A0128_4,C0128,Mule,Bhubaneswar,101
A0128_5,C0128,Mule,Ahmedabad,1199
A0129_1,C0129,Victim,Kochi,1519
A0129_2,C0129,Mule,Chennai,208
A0129_3,C0129,Mule,Mumbai,1169
A0129_4,C0129,Mule,Mumbai,1160
A0129_5,C0129,Mule,Pune,1784
A0129_6,C0129,Mule,Kochi,1094
A0130_1,C0130,Victim,Delhi,382
A0130_2,C0130,Mule,Kochi,855
A0130_3,C0130,Mule,Hyderabad,1296
A0130_4,C0130,Mule,Jaipur,1424
A0131_1,C0131,Victim,Kochi,1787
A0131_2,C0131,Mule,Bhubaneswar,1432
A0131_3,C0131,Mule,Chennai,496
A0131_4,C0131,Mule,Hyderabad,645
A0131_5,C0131,Mule,Bhubaneswar,937
A0131_6,C0131,Mule,Pune,581
A0131_7,C0131,Mule,Bhubaneswar,883
A0132_1,C0132,Victim,Hyderabad,964
A0132_2,C0132,Mule,Bengaluru,768
A0132_3,C0132,Mule,Bhubaneswar,437
A0132_4,C0132,Mule,Kochi,784
A0133_1,C0133,Victim,Kochi,821
A0133_2,C0133,Mule,Bengaluru,363
A0133_3,C0133,Mule,Jaipur,1627
A0133_4,C0133,Mule,Coimbatore,1785
A0134_1,C0134,Victim,Kochi,897
A0134_2,C0134,Mule,Mumbai,1774
A0134_3,C0134,Mule,Pune,970
A0134_4,C0134,Mule,Kochi,476
A0134_5,C0134,Mule,Delhi,648
A0134_6,C0134,Mule,Lucknow,1096
A0135_1,C0135,Victim,Hyderabad,1089
A0135_2,C0135,Mule,Coimbatore,146
A0135_3,C0135,Mule,Jaipur,857
A0135_4,C0135,Mule,Lucknow,684
A0135_5,C0135,Mule,Lucknow,316
A0136_1,C0136,Victim,Pune,1761
A0136_2,C0136,Mule,Hyderabad,1751
A0136_3,C0136,Mule,Lucknow,1173
A0136_4,C0136,Mule,Hyderabad,631
A0136_5,C0136,Mule,Chennai,994
A0136_6,C0136,Mule,Hyderabad,1547
A0137_1,C0137,Victim,Coimbatore,428
A0137_2,C0137,Mule,Ahmedabad,275
A0137_3,C0137,Mule,Lucknow,811
A0137_4,C0137,Mule,Ahmedabad,641
A0137_5,C0137,Mule,Mumbai,140
A0137_6,C0137,Mule,Hyderabad,311
A0137_7,C0137,Mule,Coimbatore,731
A0138_1,C0138,Victim,Mumbai,856
A0138_2,C0138,Mule,Mumbai,1007
A0138_3,C0138,Mule,Mumbai,39
A0138_4,C0138,Mule,Bengaluru,1123
A0138_5,C0138,Mule,Coimbatore,1526
A0138_6,C0138,Mule,Pune,58
A0138_7,C0138,Mule,Pune,1580
A0139_1,C0139,Victim,Bengaluru,1033
A0139_2,C0139,Mule,Pune,1566
A0139_3,C0139,Mule,Coimbatore,367
A0139_4,C0139,Mule,Mumbai,69
A0139_5,C0139,Mule,Coimbatore,489
A0139_6,C0139,Mule,Bhubaneswar,298
A0140_1,C0140,Victim,Mumbai,808
A0140_2,C0140,Mule,Chennai,1150
A0140_3,C0140,Mule,Kochi,1001
A0140_4,C0140,Mule,Bhubaneswar,343
A0140_5,C0140,Mule,Coimbatore,1453
A0140_6,C0140,Mule,Lucknow,1320
A0140_7,C0140,Mule,Bengaluru,646
A0141_1,C0141,Victim,Delhi,1439
A0141_2,C0141,Mule,Delhi,707
A0141_3,C0141,Mule,Coimbatore,35
A0141_4,C0141,Mule,Bengaluru,1405
A0141_5,C0141,Mule,Chennai,256
A0142_1,C0142,Victim,Kochi,1671
A0142_2,C0142,Mule,Lucknow,670
A0142_3,C0142,Mule,Mumbai,1542
A0142_4,C0142,Mule,Chennai,224
A0142_5,C0142,Mule,Bengaluru,49
A0142_6,C0142,Mule,Hyderabad,1388
A0143_1,C0143,Victim,Bengaluru,301
A0143_2,C0143,Mule,Bhubaneswar,1517
A0143_3,C0143,Mule,Bengaluru,1759
A0143_4,C0143,Mule,Hyderabad,242
A0144_1,C0144,Victim,Chennai,565
A0144_2,C0144,Mule,Lucknow,673
A0144_3,C0144,Mule,Bengaluru,1472
A0144_4,C0144,Mule,Lucknow,1104
A0145_1,C0145,Victim,Chennai,1347
A0145_2,C0145,Mule,Hyderabad,1065
A0145_3,C0145,Mule,Delhi,1774
A0145_4,C0145,Mule,Delhi,368
A0146_1,C0146,Victim,Delhi,1784
A0146_2,C0146,Mule,Delhi,945
A0146_3,C0146,Mule,Pune,273
A0146_4,C0146,Mule,Delhi,1556
A0147_1,C0147,Victim,Hyderabad,709
A0147_2,C0147,Mule,Ahmedabad,1601
A0147_3,C0147,Mule,Jaipur,1258
A0147_4,C0147,Mule,Delhi,1497
A0147_5,C0147,Mule,Lucknow,774
A0147_6,C0147,Mule,Bhubaneswar,956
A0147_7,C0147,Mule,Chennai,229
A0148_1,C0148,Victim,Hyderabad,250
A0148_2,C0148,Mule,Mumbai,125
A0148_3,C0148,Mule,Lucknow,1745
A0148_4,C0148,Mule,Lucknow,1235
A0148_5,C0148,Mule,Chennai,1611
A0148_6,C0148,Mule,Delhi,966
A0149_1,C0149,Victim,Mumbai,1062
A0149_2,C0149,Mule,Mumbai,887
A0149_3,C0149,Mule,Jaipur,1448
A0149_4,C0149,Mule,Coimbatore,590
A0149_5,C0149,Mule,Mumbai,732
A0149_6,C0149,Mule,Kochi,957
A0150_1,C0150,Victim,Delhi,1410
A0150_2,C0150,Mule,Bhubaneswar,1753
A0150_3,C0150,Mule,Ahmedabad,615
A0150_4,C0150,Mule,Mumbai,1685
A0150_5,C0150,Mule,Bengaluru,1100
A0150_6,C0150,Mule,Chennai,81
A0150_7,C0150,Mule,Mumbai,327
A0151_1,C0151,Victim,Mumbai,1076
A0151_2,C0151,Mule,Bhubaneswar,619
A0151_3,C0151,Mule,Bhubaneswar,1390
A0151_4,C0151,Mule,Bengaluru,811
A0151_5,C0151,Mule,Mumbai,883
A0152_1,C0152,Victim,Coimbatore,385
A0152_2,C0152,Mule,Bhubaneswar,1082
A0152_3,C0152,Mule,Chennai,802
A0152_4,C0152,Mule,Bengaluru,907
A0152_5,C0152,Mule,Kochi,1169
A0153_1,C0153,Victim,Hyderabad,1096
A0153_2,C0153,Mule,Chennai,1640
A0153_3,C0153,Mule,Ahmedabad,356
A0153_4,C0153,Mule,Mumbai,1142
A0153_5,C0153,Mule,Ahmedabad,856
A0154_1,C0154,Victim,Hyderabad,1427
A0154_2,C0154,Mule,Pune,811
A0154_3,C0154,Mule,Chennai,820
A0154_4,C0154,Mule,Kochi,1136
A0155_1,C0155,Victim,Coimbatore,1613
A0155_2,C0155,Mule,Ahmedabad,1122
A0155_3,C0155,Mule,Bengaluru,1313
A0155_4,C0155,Mule,Chennai,461
A0155_5,C0155,Mule,Lucknow,1319
A0156_1,C0156,Victim,Chennai,1656
A0156_2,C0156,Mule,Kochi,1172
A0156_3,C0156,Mule,Chennai,1207
A0156_4,C0156,Mule,Coimbatore,559
A0156_5,C0156,Mule,Mumbai,824
A0157_1,C0157,Victim,Kochi,1272
A0157_2,C0157,Mule,Chennai,606
A0157_3,C0157,Mule,Delhi,811
A0157_4,C0157,Mule,Mumbai,1713
A0157_5,C0157,Mule,Lucknow,93
A0157_6,C0157,Mule,Delhi,350
A0158_1,C0158,Victim,Coimbatore,460
A0158_2,C0158,Mule,Bhubaneswar,1548
A0158_3,C0158,Mule,Bhubaneswar,734
A0158_4,C0158,Mule,Coimbatore,875
A0158_5,C0158,Mule,Lucknow,1773
A0158_6,C0158,Mule,Ahmedabad,321
A0159_1,C0159,Victim,Pune,1404
A0159_2,C0159,Mule,Lucknow,510
A0159_3,C0159,Mule,Chennai,613
A0159_4,C0159,Mule,Jaipur,172
A0159_5,C0159,Mule,Coimbatore,680
A0160_1,C0160,Victim,Kochi,305
A0160_2,C0160,Mule,Lucknow,1531
A0160_3,C0160,Mule,Pune,1012
A0160_4,C0160,Mule,Delhi,942
A0160_5,C0160,Mule,Pune,1616
A0160_6,C0160,Mule,Kochi,1027
A0161_1,C0161,Victim,Kochi,1369
A0161_2,C0161,Mule,Hyderabad,779
A0161_3,C0161,Mule,Mumbai,487
A0161_4,C0161,Mule,Jaipur,1531
A0161_5,C0161,Mule,Kochi,304
A0161_6,C0161,Mule,Delhi,1056
A0161_7,C0161,Mule,Ahmedabad,215
A0162_1,C0162,Victim,Hyderabad,1399
A0162_2,C0162,Mule,Coimbatore,1090
A0162_3,C0162,Mule,Pune,824
A0162_4,C0162,Mule,Delhi,961
A0163_1,C0163,Victim,Pune,1088
A0163_2,C0163,Mule,Kochi,800
A0163_3,C0163,Mule,Coimbatore,1087
A0163_4,C0163,Mule,Mumbai,752
A0164_1,C0164,Victim,Hyderabad,1691
A0164_2,C0164,Mule,Pune,1505
A0164_3,C0164,Mule,Chennai,1016
A0164_4,C0164,Mule,Lucknow,1010
A0164_5,C0164,Mule,Delhi,461
A0164_6,C0164,Mule,Jaipur,360
A0164_7,C0164,Mule,Lucknow,1736
A0165_1,C0165,Victim,Delhi,379
A0165_2,C0165,Mule,Coimbatore,1730
A0165_3,C0165,Mule,Mumbai,1260
A0165_4,C0165,Mule,Hyderabad,1657
A0165_5,C0165,Mule,Jaipur,1710
A0165_6,C0165,Mule,Hyderabad,1306
A0165_7,C0165,Mule,Lucknow,1076
A0166_1,C0166,Victim,Coimbatore,1017
A0166_2,C0166,Mule,Lucknow,296
A0166_3,C0166,Mule,Jaipur,1134
A0166_4,C0166,Mule,Bengaluru,1616
A0167_1,C0167,Victim,Coimbatore,304
A0167_2,C0167,Mule,Kochi,1007
A0167_3,C0167,Mule,Coimbatore,1789
A0167_4,C0167,Mule,Chennai,610
A0167_5,C0167,Mule,Jaipur,1143
A0167_6,C0167,Mule,Mumbai,557
A0167_7,C0167,Mule,Coimbatore,41
A0168_1,C0168,Victim,Mumbai,396
A0168_2,C0168,Mule,Pune,1175
A0168_3,C0168,Mule,Ahmedabad,1020
A0168_4,C0168,Mule,Kochi,658
A0168_5,C0168,Mule,Jaipur,735
A0168_6,C0168,Mule,Bhubaneswar,845
A0168_7,C0168,Mule,Bhubaneswar,312
A0169_1,C0169,Victim,Hyderabad,193
A0169_2,C0169,Mule,Jaipur,107
A0169_3,C0169,Mule,Bhubaneswar,817
A0169_4,C0169,Mule,Mumbai,1287
A0169_5,C0169,Mule,Lucknow,1097
A0169_6,C0169,Mule,Kochi,1487
A0170_1,C0170,Victim,Bengaluru,595
A0170_2,C0170,Mule,Mumbai,753
A0170_3,C0170,Mule,Lucknow,839
A0170_4,C0170,Mule,Mumbai,1230
A0171_1,C0171,Victim,Chennai,388
A0171_2,C0171,Mule,Mumbai,1066
A0171_3,C0171,Mule,Chennai,1174
A0171_4,C0171,Mule,Chennai,1060
A0171_5,C0171,Mule,Kochi,726
A0171_6,C0171,Mule,Chennai,1674
A0172_1,C0172,Victim,Pune,753
A0172_2,C0172,Mule,Ahmedabad,1127
A0172_3,C0172,Mule,Bengaluru,1465
A0172_4,C0172,Mule,Kochi,538
A0172_5,C0172,Mule,Kochi,220
A0172_6,C0172,Mule,Mumbai,1409
A0172_7,C0172,Mule,Bhubaneswar,1711
A0173_1,C0173,Victim,Bengaluru,275
A0173_2,C0173,Mule,Chennai,1414
A0173_3,C0173,Mule,Lucknow,1038
A0173_4,C0173,Mule,Jaipur,43
A0174_1,C0174,Victim,Mumbai,1137
A0174_2,C0174,Mule,Bengaluru,1059
A0174_3,C0174,Mule,Pune,836
A0174_4,C0174,Mule,Lucknow,1619
A0174_5,C0174,Mule,Hyderabad,966
A0174_6,C0174,Mule,Chennai,1460
A0174_7,C0174,Mule,Ahmedabad,972
A0175_1,C0175,Victim,Pune,602
A0175_2,C0175,Mule,Delhi,398
A0175_3,C0175,Mule,Jaipur,298
A0175_4,C0175,Mule,Jaipur,1434
A0175_5,C0175,Mule,Coimbatore,1697
A0175_6,C0175,Mule,Chennai,1506
A0175_7,C0175,Mule,Kochi,1676
A0176_1,C0176,Victim,Bengaluru,471
A0176_2,C0176,Mule,Kochi,1005
A0176_3,C0176,Mule,Lucknow,227
A0176_4,C0176,Mule,Delhi,1554
A0177_1,C0177,Victim,Pune,1408
A0177_2,C0177,Mule,Ahmedabad,1028
A0177_3,C0177,Mule,Bhubaneswar,945
A0177_4,C0177,Mule,Chennai,810
A0177_5,C0177,Mule,Jaipur,616
A0177_6,C0177,Mule,Delhi,1323
A0178_1,C0178,Victim,Delhi,372
A0178_2,C0178,Mule,Hyderabad,1779
A0178_3,C0178,Mule,Bengaluru,286
A0178_4,C0178,Mule,Bhubaneswar,510
A0178_5,C0178,Mule,Lucknow,545
A0178_6,C0178,Mule,Bhubaneswar,1465
A0178_7,C0178,Mule,Bhubaneswar,193
A0179_1,C0179,Victim,Bengaluru,88
A0179_2,C0179,Mule,Bengaluru,1388
A0179_3,C0179,Mule,Pune,1792
A0179_4,C0179,Mule,Pune,1799
A0179_5,C0179,Mule,Delhi,986
A0180_1,C0180,Victim,Kochi,874
A0180_2,C0180,Mule,Kochi,348
A0180_3,C0180,Mule,Kochi,51
A0180_4,C0180,Mule,Bengaluru,1101
A0180_5,C0180,Mule,Hyderabad,734
A0180_6,C0180,Mule,Kochi,990
A0181_1,C0181,Victim,Mumbai,568
A0181_2,C0181,Mule,Chennai,894
A0181_3,C0181,Mule,Lucknow,520
A0181_4,C0181,Mule,Ahmedabad,1595
A0181_5,C0181,Mule,Jaipur,1683
A0182_1,C0182,Victim,Pune,341
A0182_2,C0182,Mule,Bengaluru,1125
A0182_3,C0182,Mule,Bengaluru,410
A0182_4,C0182,Mule,Chennai,607
A0183_1,C0183,Victim,Chennai,194
A0183_2,C0183,Mule,Hyderabad,144
A0183_3,C0183,Mule,Kochi,1618
A0183_4,C0183,Mule,Mumbai,176
A0183_5,C0183,Mule,Ahmedabad,992
A0183_6,C0183,Mule,Hyderabad,423
A0184_1,C0184,Victim,Chennai,548
A0184_2,C0184,Mule,Delhi,1337
A0184_3,C0184,Mule,Kochi,436
A0184_4,C0184,Mule,Pune,136
A0185_1,C0185,Victim,Bengaluru,1608
A0185_2,C0185,Mule,Chennai,539
A0185_3,C0185,Mule,Hyderabad,1053
A0185_4,C0185,Mule,Chennai,1434
A0185_5,C0185,Mule,Jaipur,723
A0185_6,C0185,Mule,Lucknow,152
A0186_1,C0186,Victim,Delhi,1174
A0186_2,C0186,Mule,Kochi,1141
A0186_3,C0186,Mule,Bhubaneswar,1033
A0186_4,C0186,Mule,Coimbatore,1190
A0186_5,C0186,Mule,Hyderabad,1143
A0186_6,C0186,Mule,Pune,692
A0186_7,C0186,Mule,Bhubaneswar,989
A0187_1,C0187,Victim,Mumbai,1103
A0187_2,C0187,Mule,Lucknow,1048
A0187_3,C0187,Mule,Ahmedabad,345
A0187_4,C0187,Mule,Jaipur,609
A0187_5,C0187,Mule,Pune,869
A0188_1,C0188,Victim,Kochi,780
A0188_2,C0188,Mule,Coimbatore,1270
A0188_3,C0188,Mule,Bhubaneswar,175
A0188_4,C0188,Mule,Bengaluru,457
A0189_1,C0189,Victim,Coimbatore,1093
A0189_2,C0189,Mule,Chennai,237
A0189_3,C0189,Mule,Bhubaneswar,503
A0189_4,C0189,Mule,Ahmedabad,819
A0189_5,C0189,Mule,Coimbatore,425
A0190_1,C0190,Victim,Delhi,675
A0190_2,C0190,Mule,Ahmedabad,694
A0190_3,C0190,Mule,Pune,874
A0190_4,C0190,Mule,Lucknow,911
A0190_5,C0190,Mule,Bhubaneswar,692
A0190_6,C0190,Mule,Jaipur,522
A0191_1,C0191,Victim,Hyderabad,1782
A0191_2,C0191,Mule,Pune,74
A0191_3,C0191,Mule,Bhubaneswar,1714
A0191_4,C0191,Mule,Kochi,1163
A0191_5,C0191,Mule,Ahmedabad,1169
A0192_1,C0192,Victim,Pune,384
A0192_2,C0192,Mule,Delhi,1721
A0192_3,C0192,Mule,Bhubaneswar,1469
A0192_4,C0192,Mule,Jaipur,1708
A0192_5,C0192,Mule,Chennai,1249
A0192_6,C0192,Mule,Lucknow,645
A0192_7,C0192,Mule,Bengaluru,1526
A0193_1,C0193,Victim,Bengaluru,1058
A0193_2,C0193,Mule,Bhubaneswar,482
A0193_3,C0193,Mule,Hyderabad,133
A0193_4,C0193,Mule,Lucknow,1528
A0193_5,C0193,Mule,Mumbai,942
A0193_6,C0193,Mule,Jaipur,1208
A0194_1,C0194,Victim,Hyderabad,839
A0194_2,C0194,Mule,Lucknow,1200
A0194_3,C0194,Mule,Coimbatore,1179
A0194_4,C0194,Mule,Jaipur,1536
A0194_5,C0194,Mule,Ahmedabad,534
A0194_6,C0194,Mule,Coimbatore,176
A0194_7,C0194,Mule,Kochi,1620
A0195_1,C0195,Victim,Pune,1581
A0195_2,C0195,Mule,Bhubaneswar,1776
A0195_3,C0195,Mule,Chennai,260
A0195_4,C0195,Mule,Bhubaneswar,141
A0195_5,C0195,Mule,Coimbatore,1301
A0196_1,C0196,Victim,Bengaluru,801
A0196_2,C0196,Mule,Jaipur,1388
A0196_3,C0196,Mule,Ahmedabad,119
A0196_4,C0196,Mule,Kochi,378
A0197_1,C0197,Victim,Hyderabad,1071
A0197_2,C0197,Mule,Bhubaneswar,233
A0197_3,C0197,Mule,Pune,1022
A0197_4,C0197,Mule,Jaipur,1118
A0197_5,C0197,Mule,Chennai,411
A0197_6,C0197,Mule,Coimbatore,1055
A0197_7,C0197,Mule,Delhi,1178
A0198_1,C0198,Victim,Kochi,340
A0198_2,C0198,Mule,Pune,834
A0198_3,C0198,Mule,Lucknow,311
A0198_4,C0198,Mule,Chennai,1524
A0198_5,C0198,Mule,Mumbai,1096
A0199_1,C0199,Victim,Bengaluru,1440
A0199_2,C0199,Mule,Bhubaneswar,1102
A0199_3,C0199,Mule,Hyderabad,910
A0199_4,C0199,Mule,Hyderabad,1373
A0199_5,C0199,Mule,Jaipur,353
A0199_6,C0199,Mule,Pune,168
A0200_1,C0200,Victim,Kochi,1251
A0200_2,C0200,Mule,Coimbatore,502
A0200_3,C0200,Mule,Lucknow,83
A0200_4,C0200,Mule,Pune,192
A0200_5,C0200,Mule,Bhubaneswar,1627
A0201_1,C0201,Victim,Hyderabad,1581
A0201_2,C0201,Mule,Coimbatore,165
A0201_3,C0201,Mule,Hyderabad,929
A0201_4,C0201,Mule,Jaipur,1033
A0201_5,C0201,Mule,Bhubaneswar,695
A0202_1,C0202,Victim,Mumbai,1172
A0202_2,C0202,Mule,Mumbai,1087
A0202_3,C0202,Mule,Lucknow,130
A0202_4,C0202,Mule,Coimbatore,626
A0203_1,C0203,Victim,Bengaluru,835
A0203_2,C0203,Mule,Mumbai,692
A0203_3,C0203,Mule,Delhi,81
A0203_4,C0203,Mule,Hyderabad,959
A0203_5,C0203,Mule,Jaipur,1489
A0204_1,C0204,Victim,Bengaluru,1157
A0204_2,C0204,Mule,Mumbai,119
A0204_3,C0204,Mule,Hyderabad,716
A0204_4,C0204,Mule,Jaipur,1380
A0204_5,C0204,Mule,Hyderabad,362
A0204_6,C0204,Mule,Hyderabad,396
A0204_7,C0204,Mule,Bhubaneswar,135
A0205_1,C0205,Victim,Delhi,934
A0205_2,C0205,Mule,Chennai,1261
A0205_3,C0205,Mule,Jaipur,43
A0205_4,C0205,Mule,Coimbatore,1150
A0205_5,C0205,Mule,Kochi,1299
A0205_6,C0205,Mule,Lucknow,1171
A0205_7,C0205,Mule,Coimbatore,130
A0206_1,C0206,Victim,Pune,806
A0206_2,C0206,Mule,Chennai,1583
A0206_3,C0206,Mule,Mumbai,1757
A0206_4,C0206,Mule,Ahmedabad,162
A0206_5,C0206,Mule,Kochi,994
A0206_6,C0206,Mule,Hyderabad,279
A0207_1,C0207,Victim,Pune,1106
A0207_2,C0207,Mule,Jaipur,1306
A0207_3,C0207,Mule,Pune,295
A0207_4,C0207,Mule,Jaipur,1182
A0207_5,C0207,Mule,Delhi,1094
A0207_6,C0207,Mule,Bhubaneswar,1324
A0208_1,C0208,Victim,Chennai,1443
A0208_2,C0208,Mule,Kochi,551
A0208_3,C0208,Mule,Chennai,660
A0208_4,C0208,Mule,Kochi,1067
A0208_5,C0208,Mule,Ahmedabad,693
A0209_1,C0209,Victim,Pune,1635
A0209_2,C0209,Mule,Mumbai,1550
A0209_3,C0209,Mule,Bengaluru,1740
A0209_4,C0209,Mule,Ahmedabad,643
A0209_5,C0209,Mule,Jaipur,1514
A0209_6,C0209,Mule,Lucknow,676
A0209_7,C0209,Mule,Ahmedabad,1127
A0210_1,C0210,Victim,Chennai,877
A0210_2,C0210,Mule,Chennai,1047
A0210_3,C0210,Mule,Coimbatore,791
A0210_4,C0210,Mule,Delhi,1728
A0210_5,C0210,Mule,Kochi,472
A0210_6,C0210,Mule,Ahmedabad,649
A0211_1,C0211,Victim,Bengaluru,1513
A0211_2,C0211,Mule,Bengaluru,970
A0211_3,C0211,Mule,Mumbai,1491
A0211_4,C0211,Mule,Ahmedabad,267
A0211_5,C0211,Mule,Bengaluru,666
A0212_1,C0212,Victim,Delhi,588
A0212_2,C0212,Mule,Hyderabad,352
A0212_3,C0212,Mule,Kochi,264
A0212_4,C0212,Mule,Bengaluru,1305
A0213_1,C0213,Victim,Chennai,89
A0213_2,C0213,Mule,Delhi,1413
A0213_3,C0213,Mule,Bengaluru,246
A0213_4,C0213,Mule,Mumbai,140
A0213_5,C0213,Mule,Chennai,903
A0214_1,C0214,Victim,Coimbatore,665
A0214_2,C0214,Mule,Lucknow,1349
A0214_3,C0214,Mule,Bhubaneswar,1599
A0214_4,C0214,Mule,Delhi,993
A0214_5,C0214,Mule,Coimbatore,488
A0214_6,C0214,Mule,Hyderabad,1793
A0214_7,C0214,Mule,Jaipur,558
A0215_1,C0215,Victim,Coimbatore,1121
A0215_2,C0215,Mule,Delhi,850
A0215_3,C0215,Mule,Jaipur,876
A0215_4,C0215,Mule,Coimbatore,1301
A0215_5,C0215,Mule,Coimbatore,1152
A0215_6,C0215,Mule,Hyderabad,1017
A0216_1,C0216,Victim,Delhi,1166
A0216_2,C0216,Mule,Chennai,1713
A0216_3,C0216,Mule,Delhi,390
A0216_4,C0216,Mule,Kochi,861
A0216_5,C0216,Mule,Chennai,1255
A0216_6,C0216,Mule,Chennai,1433
A0217_1,C0217,Victim,Kochi,920
A0217_2,C0217,Mule,Bhubaneswar,735
A0217_3,C0217,Mule,Chennai,1223
A0217_4,C0217,Mule,Bengaluru,1282
A0217_5,C0217,Mule,Ahmedabad,857
A0217_6,C0217,Mule,Hyderabad,1775
A0218_1,C0218,Victim,Hyderabad,1002
A0218_2,C0218,Mule,Hyderabad,415
A0218_3,C0218,Mule,Ahmedabad,817
A0218_4,C0218,Mule,Pune,1750
A0218_5,C0218,Mule,Mumbai,345
A0219_1,C0219,Victim,Mumbai,960
A0219_2,C0219,Mule,Ahmedabad,898
A0219_3,C0219,Mule,Ahmedabad,1709
A0219_4,C0219,Mule,Delhi,817
A0219_5,C0219,Mule,Pune,492
A0220_1,C0220,Victim,Coimbatore,1525
A0220_2,C0220,Mule,Bhubaneswar,1108
A0220_3,C0220,Mule,Kochi,982
A0220_4,C0220,Mule,Ahmedabad,190
A0220_5,C0220,Mule,Ahmedabad,1279
A0221_1,C0221,Victim,Kochi,102
A0221_2,C0221,Mule,Bhubaneswar,1253
A0221_3,C0221,Mule,Bhubaneswar,652
A0221_4,C0221,Mule,Bhubaneswar,1637
A0221_5,C0221,Mule,Jaipur,563
A0222_1,C0222,Victim,Kochi,1548
A0222_2,C0222,Mule,Chennai,1266
