withdrawal_id,case_id,account_id,location_id,amount,timestamp
W0423,C0423,A0423_4,L011,26855,2026-01-21 11:10:00
W0424,C0424,A0424_6,L002,21823,2026-05-22 11:46:00
W0425,C0425,A0425_7,L006,22060,2026-04-03 15:02:00
W0426,C0426,A0426_4,L005,12825,2026-06-11 21:22:00
W0427,C0427,A0427_4,L010,25022,2026-03-03 18:00:00
W0428,C0428,A0428_6,L008,67856,2026-06-05 11:05:00
W0429,C0429,A0429_7,L001,7030,2026-04-10 19:05:00
W0430,C0430,A0430_7,L009,8459,2026-06-16 19:05:00
W0431,C0431,A0431_7,L009,18749,2026-01-31 11:51:00
W0432,C0432,A0432_7,L002,76528,2026-08-24 07:35:00
W0433,C0433,A0433_5,L008,13282,2026-06-19 22:59:00
W0434,C0434,A0434_6,L005,20002,2026-07-01 09:15:00
W0435,C0435,A0435_5,L008,22186,2026-03-06 02:14:00
W0436,C0436,A0436_6,L007,23317,2026-04-11 16:39:00
W0437,C0437,A0437_5,L005,9922,2026-07-16 20:47:00
W0438,C0438,A0438_6,L008,7761,2026-05-05 05:45:00
W0439,C0439,A0439_5,L004,21810,2026-01-06 13:15:00
W0440,C0440,A0440_6,L003,11709,2026-01-07 17:30:00
W0441,C0441,A0441_4,L008,242008,2026-01-10 14:05:00
W0442,C0442,A0442_5,L009,13526,2026-07-13 03:07:00
W0443,C0443,A0443_6,L008,16090,2026-03-16 21:02:00
W0444,C0444,A0444_5,L012,18791,2026-06-02 07:25:00
W0445,C0445,A0445_6,L002,16421,2026-05-15 00:02:00
W0446,C0446,A0446_7,L012,25711,2026-01-31 13:01:00
W0447,C0447,A0447_7,L009,33700,2026-04-19 10:30:00
W0448,C0448,A0448_7,L003,41028,2026-06-11 17:44:00
W0449,C0449,A0449_7,L008,10221,2026-05-31 15:44:00
W0450,C0450,A0450_4,L008,59213,2026-02-16 05:39:00
W0451,C0451,A0451_5,L005,28720,2026-02-05 22:15:00
W0452,C0452,A0452_5,L009,13945,2026-06-29 17:20:00
W0453,C0453,A0453_6,L006,29938,2026-04-08 01:55:00
W0454,C0454,A0454_6,L004,8424,2026-06-03 14:57:00
W0455,C0455,A0455_4,L003,24074,2026-04-28 16:08:00
W0456,C0456,A0456_7,L012,9084,2026-06-25 17:07:00
W0457,C0457,A0457_6,L011,14378,2026-05-08 09:32:00
W0458,C0458,A0458_5,L007,19387,2026-07-26 02:48:00
W0459,C0459,A0459_5,L008,38071,2026-04-19 20:26:00
W0460,C0460,A0460_6,L012,8954,2026-01-07 21:59:00
W0461,C0461,A0461_4,L011,75370,2026-07-31 18:48:00
W0462,C0462,A0462_4,L009,26860,2026-07-05 00:05:00
W0463,C0463,A0463_6,L010,26214,2026-06-04 17:10:00
W0464,C0464,A0464_6,L011,5138,2026-05-23 03:43:00
W0465,C0465,A0465_7,L002,62225,2026-06-09 23:19:00
W0466,C0466,A0466_5,L005,15338,2026-01-29 02:17:00
W0467,C0467,A0467_7,L010,2762,2026-02-27 07:34:00
W0468,C0468,A0468_5,L002,37329,2026-03-05 01:14:00
W0469,C0469,A0469_7,L004,3669,2026-03-08 22:32:00
W0470,C0470,A0470_7,L005,7145,2026-03-27 00:27:00
W0471,C0471,A0471_6,L010,10085,2026-07-27 03:11:00
W0472,C0472,A0472_5,L004,42434,2026-06-15 08:05:00
W0473,C0473,A0473_6,L003,70654,2026-06-10 05:28:00
W0474,C0474,A0474_7,L006,7916,2026-01-16 10:44:00
W0475,C0475,A0475_6,L011,31341,2026-06-03 12:30:00
W0476,C0476,A0476_6,L011,16636,2026-06-22 13:31:00
W0477,C0477,A0477_6,L005,3896,2026-03-25 21:06:00
W0478,C0478,A0478_6,L008,23597,2026-06-30 10:31:00
W0479,C0479,A0479_7,L012,15519,2026-08-21 19:45:00
W0480,C0480,A0480_7,L007,20056,2026-07-22 05:16:00
W0481,C0481,A0481_4,L009,63106,2026-05-06 12:53:00
W0482,C0482,A0482_5,L007,20102,2026-08-14 07:37:00
W0483,C0483,A0483_5,L001,15998,2026-05-17 18:05:00
W0484,C0484,A0484_5,L007,13525,2026-08-28 10:44:00
W0485,C0485,A0485_6,L008,37486,2026-01-31 18:52:00
W0486,C0486,A0486_4,L004,20731,2026-06-17 00:05:00
W0487,C0487,A0487_7,L001,19932,2026-07-10 01:35:00
W0488,C0488,A0488_5,L012,13156,2026-07-15 22:51:00
W0489,C0489,A0489_5,L012,15317,2026-05-03 18:51:00
W0490,C0490,A0490_6,L004,2163,2026-03-10 07:23:00
W0491,C0491,A0491_4,L005,64840,2026-06-09 11:30:00
W0492,C0492,A0492_4,L005,17773,2026-06-14 03:18:00
W0493,C0493,A0493_5,L005,17505,2026-02-26 02:17:00
W0494,C0494,A0494_7,L002,27820,2026-04-13 14:12:00
W0495,C0495,A0495_5,L009,21897,2026-03-12 08:05:00
W0496,C0496,A0496_7,L012,16802,2026-07-13 14:47:00
W0497,C0497,A0497_4,L004,16437,2026-04-19 01:22:00
W0498,C0498,A0498_4,L012,13337,2026-08-04 00:41:00
W0499,C0499,A0499_5,L008,66189,2026-04-22 01:20:00
W0500,C0500,A0500_6,L004,18504,2026-05-23 21:26:00
W0501,C0501,A0501_6,L009,90090,2026-08-18 14:53:00
W0502,C0502,A0502_6,L008,13313,2026-01-27 13:24:00
W0503,C0503,A0503_7,L004,14668,2026-05-26 10:13:00
W0504,C0504,A0504_6,L009,31638,2026-06-15 22:09:00
W0505,C0505,A0505_7,L003,58731,2026-06-30 07:44:00
W0506,C0506,A0506_6,L003,31914,2026-01-09 01:20:00
W0507,C0507,A0507_6,L004,91218,2026-01-21 14:10:00
W0508,C0508,A0508_5,L012,110456,2026-05-27 08:06:00
W0509,C0509,A0509_6,L008,10994,2026-04-10 18:41:00
W0510,C0510,A0510_7,L005,13759,2026-06-10 17:45:00
W0511,C0511,A0511_6,L007,31952,2026-01-15 01:35:00
W0512,C0512,A0512_5,L011,15556,2026-04-06 16:38:00
W0513,C0513,A0513_5,L008,62101,2026-06-27 16:05:00
W0514,C0514,A0514_5,L007,16919,2026-07-30 08:44:00
W0515,C0515,A0515_5,L007,21192,2026-02-23 13:25:00
W0516,C0516,A0516_5,L001,21371,2026-05-16 12:14:00
W0517,C0517,A0517_4,L011,52983,2026-07-16 21:54:00
W0518,C0518,A0518_5,L001,18695,2026-04-27 21:14:00
W0519,C0519,A0519_7,L012,4215,2026-08-15 17:47:00
W0520,C0520,A0520_5,L012,35200,2026-05-22 08:36:00
W0521,C0521,A0521_4,L006,228222,2026-06-06 21:11:00
W0522,C0522,A0522_6,L008,81158,2026-05-02 14:55:00
W0523,C0523,A0523_7,L007,9265,2026-02-13 04:34:00
W0524,C0524,A0524_7,L012,40884,2026-02-19 20:34:00
W0525,C0525,A0525_6,L002,52816,2026-03-12 02:59:00
W0526,C0526,A0526_5,L006,12198,2026-02-15 15:33:00
W0527,C0527,A0527_4,L012,43195,2026-07-10 05:20:00
W0528,C0528,A0528_7,L012,7310,2026-03-16 01:40:00
W0529,C0529,A0529_5,L007,20330,2026-06-18 02:59:00
W0530,C0530,A0530_7,L006,19680,2026-05-03 15:46:00
W0531,C0531,A0531_5,L001,37493,2026-07-23 00:38:00
W0532,C0532,A0532_7,L003,26049,2026-04-01 07:28:00
W0533,C0533,A0533_7,L004,13557,2026-03-26 02:23:00
W0534,C0534,A0534_7,L006,7882,2026-08-19 12:49:00
W0535,C0535,A0535_7,L007,13559,2026-07-24 20:52:00
W0536,C0536,A0536_6,L011,29428,2026-03-24 02:51:00
W0537,C0537,A0537_5,L007,17866,2026-02-05 07:01:00
W0538,C0538,A0538_5,L006,34962,2026-06-24 21:18:00
W0539,C0539,A0539_5,L005,6847,2026-01-02 14:26:00
W0540,C0540,A0540_5,L010,137868,2026-01-08 18:38:00
W0541,C0541,A0541_6,L006,22350,2026-03-06 10:00:00
W0542,C0542,A0542_7,L005,7865,2026-03-12 04:30:00
W0543,C0543,A0543_6,L011,24161,2026-07-05 10:10:00
W0544,C0544,A0544_7,L005,41205,2026-06-21 12:28:00
W0545,C0545,A0545_7,L009,15787,2026-07-16 12:20:00
W0546,C0546,A0546_6,L012,20517,2026-05-14 06:56:00
W0547,C0547,A0547_7,L001,15160,2026-07-12 09:50:00
W0548,C0548,A0548_7,L002,28349,2026-05-31 20:25:00
W0549,C0549,A0549_6,L011,17435,2026-03-03 22:52:00
W0550,C0550,A0550_4,L002,60675,2026-08-19 17:47:00
W0551,C0551,A0551_5,L012,39100,2026-08-11 01:47:00
W0552,C0552,A0552_7,L003,61409,2026-05-02 04:48:00
W0553,C0553,A0553_6,L005,40732,2026-07-12 02:05:00
W0554,C0554,A0554_4,L011,48285,2026-05-11 06:25:00
W0555,C0555,A0555_5,L004,10177,2026-04-06 16:07:00
W0556,C0556,A0556_6,L012,14628,2026-03-13 16:51:00
W0557,C0557,A0557_6,L011,38240,2026-08-26 13:55:00
W0558,C0558,A0558_6,L009,19166,2026-03-17 00:32:00
W0559,C0559,A0559_5,L007,74322,2026-05-21 21:25:00
W0560,C0560,A0560_4,L003,28488,2026-07-11 02:02:00
W0561,C0561,A0561_7,L002,17259,2026-05-30 14:09:00
W0562,C0562,A0562_7,L009,15084,2026-07-02 17:51:00
W0563,C0563,A0563_7,L006,60225,2026-07-03 12:19:00
W0564,C0564,A0564_4,L002,28625,2026-05-13 23:15:00
W0565,C0565,A0565_6,L005,12597,2026-08-11 08:55:00
W0566,C0566,A0566_5,L009,17689,2026-05-22 15:31:00
W0567,C0567,A0567_4,L008,186568,2026-07-01 07:02:00
W0568,C0568,A0568_5,L005,15016,2026-07-03 16:51:00
W0569,C0569,A0569_5,L008,57480,2026-07-14 05:52:00
W0570,C0570,A0570_6,L009,11713,2026-08-17 01:37:00
W0571,C0571,A0571_7,L003,4070,2026-04-05 05:45:00
W0572,C0572,A0572_5,L007,24668,2026-04-18 23:17:00
W0573,C0573,A0573_6,L005,12372,2026-04-06 18:56:00
W0574,C0574,A0574_5,L007,12202,2026-02-07 21:10:00
W0575,C0575,A0575_6,L004,32847,2026-02-09 15:51:00
W0576,C0576,A0576_4,L002,13896,2026-07-24 01:50:00
W0577,C0577,A0577_7,L005,7607,2026-06-07 02:54:00
W0578,C0578,A0578_6,L010,93334,2026-06-30 16:17:00
W0579,C0579,A0579_5,L001,14013,2026-06-22 02:39:00
W0580,C0580,A0580_4,L003,65329,2026-06-18 12:47:00
W0581,C0581,A0581_6,L012,2616,2026-04-03 15:52:00
W0582,C0582,A0582_7,L004,4288,2026-04-15 22:17:00
W0583,C0583,A0583_4,L002,49065,2026-08-29 17:07:00
W0584,C0584,A0584_6,L002,104340,2026-05-03 02:49:00
W0585,C0585,A0585_4,L002,64453,2026-03-28 06:02:00
W0586,C0586,A0586_7,L003,26546,2026-07-29 03:20:00
W0587,C0587,A0587_6,L009,11576,2026-05-27 14:08:00
W0588,C0588,A0588_5,L005,8074,2026-02-06 02:05:00
W0589,C0589,A0589_5,L009,9531,2026-03-09 14:09:00
W0590,C0590,A0590_4,L001,11694,2026-01-25 00:06:00
W0591,C0591,A0591_5,L001,23149,2026-06-29 06:52:00
W0592,C0592,A0592_6,L002,42652,2026-03-30 06:42:00
W0593,C0593,A0593_6,L003,8261,2026-06-25 16:38:00
W0594,C0594,A0594_7,L005,4790,2026-04-01 09:29:00
W0595,C0595,A0595_5,L004,30961,2026-03-12 19:08:00
W0596,C0596,A0596_6,L009,18843,2026-08-15 05:33:00
W0597,C0597,A0597_4,L006,14125,2026-05-31 09:03:00
W0598,C0598,A0598_7,L011,2805,2026-04-16 04:06:00
W0599,C0599,A0599_6,L007,14607,2026-06-11 10:40:00
W0600,C0600,A0600_5,L008,12649,2026-06-10 22:10:00
