case_id,fraud_type,complaint_time,amount,victim_region,status
C0373,Phishing,2026-06-10 03:11:00,151304,Hyderabad,Closed
C0374,Online Shopping Fraud,2026-07-16 10:33:00,116115,Coimbatore,Closed
C0375,UPI Fraud,2026-06-09 10:42:00,61310,Coimbatore,Closed
C0376,Job Scam,2026-08-25 13:32:00,47778,Hyderabad,Closed
C0377,Phishing,2026-03-06 21:41:00,45808,Coimbatore,Closed
C0378,Job Scam,2026-06-26 05:29:00,46789,Pune,Closed
C0379,Investment Fraud,2026-05-29 03:19:00,148387,Hyderabad,Closed
C0380,Job Scam,2026-08-01 18:30:00,50324,Pune,Closed
C0381,Investment Fraud,2026-08-27 14:02:00,63096,Delhi,Closed
C0382,Job Scam,2026-08-22 15:50:00,775290,Mumbai,Closed
C0383,UPI Fraud,2026-06-03 10:50:00,250783,Bengaluru,Closed
C0384,Investment Fraud,2026-01-07 14:55:00,97239,Bengaluru,Closed
C0385,Investment Fraud,2026-04-07 08:53:00,60557,Kochi,Closed
C0386,Job Scam,2026-05-06 00:44:00,176156,Coimbatore,Closed
C0387,Investment Fraud,2026-02-25 12:27:00,165852,Hyderabad,Closed
C0388,UPI Fraud,2026-08-25 06:35:00,164451,Bengaluru,Closed
C0389,Investment Fraud,2026-08-18 21:35:00,55894,Delhi,Closed
C0390,UPI Fraud,2026-02-01 00:19:00,94219,Chennai,Closed
C0391,Investment Fraud,2026-03-12 14:22:00,115276,Coimbatore,Closed
C0392,Online Shopping Fraud,2026-03-22 16:51:00,135548,Chennai,Closed
C0393,UPI Fraud,2026-01-20 09:00:00,156491,Mumbai,Closed
C0394,Phishing,2026-04-01 19:03:00,194865,Hyderabad,Closed
C0395,Phishing,2026-04-27 22:22:00,94541,Coimbatore,Closed
C0396,Job Scam,2026-06-19 18:07:00,141014,Pune,Closed
C0397,Phishing,2026-01-13 22:03:00,124267,Coimbatore,Closed
C0398,Investment Fraud,2026-03-15 00:06:00,42111,Bengaluru,Closed
C0399,Online Shopping Fraud,2026-07-29 00:35:00,96885,Kochi,Closed
C0400,Online Shopping Fraud,2026-07-18 22:39:00,102291,Delhi,Closed
C0401,UPI Fraud,2026-06-13 03:41:00,211832,Delhi,Closed
C0402,Phishing,2026-04-30 23:14:00,107993,Kochi,Closed
C0403,Online Shopping Fraud,2026-08-08 17:08:00,70638,Bengaluru,Closed
C0404,Job Scam,2026-02-14 19:14:00,119447,Pune,Closed
C0405,UPI Fraud,2026-04-02 15:59:00,273082,Mumbai,Closed
C0406,UPI Fraud,2026-06-02 03:19:00,86114,Delhi,Closed
C0407,Online Shopping Fraud,2026-06-04 04:07:00,318223,Coimbatore,Closed
C0408,Phishing,2026-02-17 04:50:00,228296,Bengaluru,Closed
C0409,Online Shopping Fraud,2026-06-15 22:12:00,123817,Delhi,Closed
C0410,Phishing,2026-03-28 15:41:00,106804,Kochi,Closed
C0411,Job Scam,2026-05-08 23:11:00,66111,Pune,Closed
C0412,Online Shopping Fraud,2026-02-04 21:45:00,629099,Hyderabad,Closed
C0413,UPI Fraud,2026-08-10 02:27:00,70019,Bengaluru,Closed
C0414,UPI Fraud,2026-08-12 05:23:00,353834,Coimbatore,Closed
C0415,Investment Fraud,2026-07-07 11:15:00,71451,Hyderabad,Closed
C0416,Online Shopping Fraud,2026-02-20 18:14:00,34110,Mumbai,Closed
C0417,Online Shopping Fraud,2026-03-01 03:08:00,44784,Chennai,Closed
C0418,Investment Fraud,2026-02-01 22:24:00,97263,Coimbatore,Closed
C0419,Phishing,2026-02-05 17:46:00,345699,Kochi,Closed
C0420,Investment Fraud,2026-04-09 15:09:00,219780,Hyderabad,Closed
C0421,Investment Fraud,2026-08-10 14:35:00,96120,Coimbatore,Closed
C0422,Online Shopping Fraud,2026-07-20 22:17:00,40731,Chennai,Closed
C0423,Online Shopping Fraud,2026-01-21 09:26:00,114243,Pune,Closed
C0424,Investment Fraud,2026-05-22 07:46:00,126028,Kochi,Closed
C0425,Job Scam,2026-04-03 11:26:00,60038,Pune,Closed
C0426,Job Scam,2026-06-11 18:42:00,60743,Coimbatore,Closed
C0427,Job Scam,2026-03-03 15:11:00,60054,Pune,Closed
C0428,UPI Fraud,2026-06-05 08:53:00,311554,Pune,Closed
C0429,UPI Fraud,2026-04-10 14:24:00,51381,Bengaluru,Closed
C0430,Job Scam,2026-06-16 15:28:00,64289,Pune,Closed
C0431,UPI Fraud,2026-01-31 09:49:00,117625,Delhi,Closed
C0432,Investment Fraud,2026-08-24 03:44:00,344872,Delhi,Closed
C0433,Investment Fraud,2026-06-19 21:22:00,61248,Chennai,Closed
C0434,Investment Fraud,2026-07-01 06:04:00,125695,Mumbai,Closed
C0435,Job Scam,2026-03-05 22:36:00,169356,Coimbatore,Closed
C0436,Job Scam,2026-04-11 15:05:00,86800,Mumbai,Closed
C0437,Investment Fraud,2026-07-16 18:52:00,33172,Chennai,Closed
C0438,Phishing,2026-05-05 01:26:00,97384,Kochi,Closed
C0439,UPI Fraud,2026-01-06 10:18:00,66094,Delhi,Closed
C0440,Phishing,2026-01-07 13:33:00,98694,Delhi,Closed
C0441,Online Shopping Fraud,2026-01-10 10:58:00,754998,Mumbai,Closed
C0442,Phishing,2026-07-13 00:27:00,67600,Coimbatore,Closed
C0443,Phishing,2026-03-16 17:51:00,172549,Pune,Closed
C0444,Investment Fraud,2026-06-02 05:20:00,159542,Pune,Closed
C0445,Job Scam,2026-05-14 20:02:00,160403,Pune,Closed
C0446,Online Shopping Fraud,2026-01-31 08:13:00,192781,Mumbai,Closed
C0447,Online Shopping Fraud,2026-04-19 07:17:00,234747,Hyderabad,Closed
C0448,Job Scam,2026-06-11 15:30:00,302142,Bengaluru,Closed
C0449,Online Shopping Fraud,2026-05-31 12:30:00,87485,Chennai,Closed
C0450,Phishing,2026-02-16 02:56:00,262533,Pune,Closed
C0451,UPI Fraud,2026-02-05 19:17:00,134304,Mumbai,Closed
C0452,UPI Fraud,2026-06-29 14:48:00,102326,Kochi,Closed
C0453,Online Shopping Fraud,2026-04-07 22:28:00,116518,Chennai,Closed
C0454,Job Scam,2026-06-03 11:31:00,33692,Mumbai,Closed
C0455,Phishing,2026-04-28 13:30:00,167596,Delhi,Closed
C0456,Phishing,2026-06-25 13:27:00,78174,Delhi,Closed
C0457,Investment Fraud,2026-05-08 06:24:00,122080,Hyderabad,Closed
C0458,Phishing,2026-07-26 00:25:00,92659,Pune,Closed
C0459,Job Scam,2026-04-19 18:08:00,162631,Coimbatore,Closed
C0460,UPI Fraud,2026-01-07 18:31:00,69966,Bengaluru,Closed
C0461,Online Shopping Fraud,2026-07-31 17:52:00,236057,Delhi,Closed
C0462,Investment Fraud,2026-07-04 22:17:00,111223,Mumbai,Closed
C0463,Phishing,2026-06-04 13:36:00,260136,Kochi,Closed
C0464,UPI Fraud,2026-05-23 00:25:00,63945,Pune,Closed
C0465,Phishing,2026-06-09 19:57:00,349879,Pune,Closed
C0466,UPI Fraud,2026-01-28 22:40:00,64136,Mumbai,Closed
C0467,Online Shopping Fraud,2026-02-27 04:43:00,31398,Coimbatore,Closed
C0468,Online Shopping Fraud,2026-03-04 23:20:00,142192,Delhi,Closed
C0469,Investment Fraud,2026-03-08 18:20:00,44176,Chennai,Closed
C0470,Investment Fraud,2026-03-26 21:54:00,121536,Delhi,Closed
C0471,Phishing,2026-07-26 23:43:00,35906,Bengaluru,Closed
C0472,Online Shopping Fraud,2026-06-15 05:46:00,168229,Delhi,Closed
C0473,UPI Fraud,2026-06-10 03:22:00,438114,Coimbatore,Closed
C0474,Phishing,2026-01-16 07:05:00,29510,Hyderabad,Closed
C0475,Job Scam,2026-06-03 09:14:00,96418,Bengaluru,Closed
C0476,Investment Fraud,2026-06-22 10:23:00,82449,Delhi,Closed
C0477,Job Scam,2026-03-25 17:37:00,36742,Mumbai,Closed
C0478,Phishing,2026-06-30 06:54:00,93639,Kochi,Closed
C0479,Phishing,2026-08-21 16:37:00,131545,Kochi,Closed
C0480,UPI Fraud,2026-07-21 23:52:00,157745,Pune,Closed
C0481,Online Shopping Fraud,2026-05-06 09:38:00,167226,Pune,Closed
C0482,UPI Fraud,2026-08-14 05:11:00,117024,Coimbatore,Closed
C0483,Phishing,2026-05-17 15:37:00,93072,Pune,Closed
C0484,UPI Fraud,2026-08-28 07:24:00,58209,Chennai,Closed
C0485,Online Shopping Fraud,2026-01-31 16:41:00,96838,Pune,Closed
C0486,Job Scam,2026-06-16 21:58:00,110791,Delhi,Closed
C0487,UPI Fraud,2026-07-09 22:33:00,195915,Pune,Closed
C0488,Online Shopping Fraud,2026-07-15 20:25:00,69980,Bengaluru,Closed
C0489,Online Shopping Fraud,2026-05-03 16:49:00,69639,Hyderabad,Closed
C0490,UPI Fraud,2026-03-10 04:29:00,28164,Mumbai,Closed
C0491,Online Shopping Fraud,2026-06-09 08:58:00,187505,Delhi,Closed
C0492,Online Shopping Fraud,2026-06-14 00:52:00,46135,Bengaluru,Closed
C0493,Phishing,2026-02-26 00:34:00,99712,Pune,Closed
C0494,Job Scam,2026-04-13 10:07:00,332915,Mumbai,Closed
C0495,Job Scam,2026-03-12 04:47:00,83797,Coimbatore,Closed
C0496,UPI Fraud,2026-07-13 11:39:00,118140,Chennai,Closed
C0497,UPI Fraud,2026-04-18 22:45:00,82058,Pune,Closed
C0498,Investment Fraud,2026-08-03 21:56:00,44874,Coimbatore,Closed
C0499,Investment Fraud,2026-04-21 22:50:00,421289,Hyderabad,Closed
C0500,UPI Fraud,2026-05-23 18:40:00,63321,Mumbai,Closed
C0501,Phishing,2026-08-18 12:20:00,306327,Bengaluru,Active
C0502,Online Shopping Fraud,2026-01-27 10:01:00,104886,Coimbatore,Active
C0503,Job Scam,2026-05-26 06:33:00,174818,Bengaluru,Active
C0504,Phishing,2026-06-15 18:54:00,204654,Delhi,Active
C0505,Job Scam,2026-06-30 04:33:00,231553,Hyderabad,Active
C0506,Job Scam,2026-01-08 22:09:00,286886,Coimbatore,Active
C0507,Job Scam,2026-01-21 11:35:00,526040,Coimbatore,Active
C0508,Job Scam,2026-05-27 06:02:00,400991,Bengaluru,Active
C0509,Investment Fraud,2026-04-10 15:17:00,59384,Coimbatore,Active
C0510,Job Scam,2026-06-10 14:33:00,77392,Mumbai,Active
C0511,Job Scam,2026-01-14 23:21:00,151932,Bengaluru,Active
C0512,Investment Fraud,2026-04-06 13:43:00,98070,Bengaluru,Active
C0513,Investment Fraud,2026-06-27 13:29:00,398299,Delhi,Active
C0514,Investment Fraud,2026-07-30 06:53:00,103086,Delhi,Active
C0515,Investment Fraud,2026-02-23 10:51:00,163364,Chennai,Active
C0516,Online Shopping Fraud,2026-05-16 09:49:00,81391,Bengaluru,Active
C0517,Investment Fraud,2026-07-16 19:21:00,137627,Hyderabad,Active
C0518,UPI Fraud,2026-04-27 18:18:00,67939,Hyderabad,Active
C0519,Job Scam,2026-08-15 14:15:00,37508,Delhi,Active
C0520,Job Scam,2026-05-22 05:20:00,119669,Mumbai,Active
C0521,Investment Fraud,2026-06-06 18:06:00,384641,Coimbatore,Active
C0522,Phishing,2026-05-02 11:33:00,237012,Kochi,Active
C0523,Online Shopping Fraud,2026-02-13 00:40:00,87100,Pune,Active
C0524,UPI Fraud,2026-02-19 17:31:00,168515,Chennai,Active
C0525,Job Scam,2026-03-11 23:47:00,325838,Pune,Active
C0526,Investment Fraud,2026-02-15 12:44:00,60625,Bengaluru,Active
C0527,Phishing,2026-07-10 02:46:00,148471,Coimbatore,Active
C0528,Online Shopping Fraud,2026-03-15 23:04:00,64387,Chennai,Active
C0529,UPI Fraud,2026-06-17 23:19:00,97976,Kochi,Active
C0530,Job Scam,2026-05-03 12:38:00,154477,Kochi,Active
C0531,Phishing,2026-07-22 22:35:00,185402,Bengaluru,Active
C0532,Investment Fraud,2026-04-01 03:37:00,250681,Pune,Active
C0533,Phishing,2026-03-25 23:29:00,74829,Pune,Active
C0534,Investment Fraud,2026-08-19 09:04:00,35496,Delhi,Active
C0535,UPI Fraud,2026-07-24 17:12:00,68786,Hyderabad,Active
C0536,Investment Fraud,2026-03-24 00:34:00,96315,Chennai,Active
C0537,Investment Fraud,2026-02-05 05:10:00,106338,Bengaluru,Active
C0538,Investment Fraud,2026-06-24 19:02:00,221890,Chennai,Active
C0539,Investment Fraud,2026-01-02 11:55:00,28786,Pune,Active
C0540,Online Shopping Fraud,2026-01-08 15:12:00,332213,Mumbai,Active
C0541,Online Shopping Fraud,2026-03-06 07:24:00,75659,Chennai,Active
C0542,UPI Fraud,2026-03-12 00:00:00,77313,Delhi,Active
C0543,Job Scam,2026-07-05 08:00:00,135736,Kochi,Active
C0544,Phishing,2026-06-21 09:16:00,228011,Hyderabad,Active
C0545,Phishing,2026-07-16 09:58:00,81282,Delhi,Active
C0546,Online Shopping Fraud,2026-05-14 03:32:00,94432,Chennai,Active
C0547,Investment Fraud,2026-07-12 06:25:00,178979,Coimbatore,Active
C0548,Online Shopping Fraud,2026-05-31 16:19:00,179698,Chennai,Active
C0549,Job Scam,2026-03-03 20:36:00,106492,Chennai,Active
C0550,UPI Fraud,2026-08-19 15:25:00,208144,Bengaluru,Active
C0551,Online Shopping Fraud,2026-08-10 23:18:00,222200,Delhi,Active
C0552,UPI Fraud,2026-05-02 01:08:00,531588,Mumbai,Active
C0553,Job Scam,2026-07-11 23:56:00,242673,Chennai,Active
C0554,Investment Fraud,2026-05-11 04:57:00,163267,Delhi,Active
C0555,Job Scam,2026-04-06 13:20:00,60712,Hyderabad,Active
C0556,UPI Fraud,2026-03-13 13:25:00,85851,Delhi,Active
C0557,Phishing,2026-08-26 11:03:00,200582,Hyderabad,Active
C0558,Phishing,2026-03-16 21:47:00,112787,Hyderabad,Active
C0559,UPI Fraud,2026-05-21 19:55:00,683962,Mumbai,Active
C0560,Job Scam,2026-07-10 23:26:00,117454,Hyderabad,Active
C0561,Phishing,2026-05-30 10:48:00,242158,Bengaluru,Active
C0562,Job Scam,2026-07-02 15:09:00,166693,Bengaluru,Active
C0563,Phishing,2026-07-03 09:55:00,369413,Mumbai,Active
C0564,Online Shopping Fraud,2026-05-13 20:26:00,127393,Hyderabad,Active
C0565,Phishing,2026-08-11 06:20:00,94998,Mumbai,Active
C0566,Phishing,2026-05-22 12:35:00,129315,Bengaluru,Active
C0567,Phishing,2026-07-01 03:45:00,363630,Bengaluru,Active
C0568,UPI Fraud,2026-07-03 13:49:00,82256,Mumbai,Active
C0569,UPI Fraud,2026-07-14 04:46:00,258978,Mumbai,Active
C0570,Job Scam,2026-08-16 22:18:00,161271,Coimbatore,Active
C0571,Online Shopping Fraud,2026-04-05 01:44:00,78816,Coimbatore,Active
C0572,Phishing,2026-04-18 19:25:00,88688,Mumbai,Active
C0573,UPI Fraud,2026-04-06 16:00:00,87070,Pune,Active
C0574,Phishing,2026-02-07 18:56:00,41602,Hyderabad,Active
C0575,Job Scam,2026-02-09 14:08:00,358086,Chennai,Active
C0576,Phishing,2026-07-23 23:48:00,45243,Chennai,Active
C0577,Phishing,2026-06-07 00:00:00,59979,Bengaluru,Active
C0578,Job Scam,2026-06-30 13:41:00,371958,Hyderabad,Active
C0579,Online Shopping Fraud,2026-06-21 22:55:00,57664,Kochi,Active
C0580,Online Shopping Fraud,2026-06-18 10:44:00,219331,Bengaluru,Active
C0581,Online Shopping Fraud,2026-04-03 11:42:00,13539,Pune,Active
C0582,Investment Fraud,2026-04-15 20:06:00,32901,Delhi,Active
C0583,Investment Fraud,2026-08-29 14:13:00,226609,Kochi,Active
C0584,Investment Fraud,2026-05-03 00:42:00,302653,Bengaluru,Active
C0585,Online Shopping Fraud,2026-03-28 04:08:00,160930,Delhi,Active
C0586,Online Shopping Fraud,2026-07-28 23:32:00,183518,Hyderabad,Active
C0587,Investment Fraud,2026-05-27 12:07:00,108693,Pune,Active
C0588,UPI Fraud,2026-02-05 23:45:00,54707,Mumbai,Active
C0589,UPI Fraud,2026-03-09 11:23:00,25811,Coimbatore,Active
C0590,UPI Fraud,2026-01-24 22:27:00,45344,Kochi,Active
C0591,Investment Fraud,2026-06-29 03:32:00,115478,Delhi,Active
C0592,Job Scam,2026-03-30 04:38:00,208475,Mumbai,Active
C0593,Phishing,2026-06-25 13:28:00,45307,Hyderabad,Active
C0594,Phishing,2026-04-01 06:25:00,45566,Delhi,Active
C0595,Job Scam,2026-03-12 16:16:00,155277,Kochi,Active
C0596,Phishing,2026-08-15 03:39:00,108795,Kochi,Active
C0597,Job Scam,2026-05-31 06:48:00,61810,Pune,Active
C0598,Phishing,2026-04-16 01:29:00,27960,Delhi,Active
C0599,Investment Fraud,2026-06-11 08:13:00,98441,Delhi,Active
C0600,Investment Fraud,2026-06-10 19:30:00,119617,Kochi,Active
